_digital_object_type.string_key,title-1:title_sort_portion,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_term.authority,name-3:name_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_temporal-1:subject_temporal_term.value,subject_temporal-1:subject_temporal_term.authority,subject_temporal-1:subject_temporal_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,abstract-1:abstract_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,place_of_origin-1:place_of_origin_value,place_authority_identifier,collection-1:collection_term.value,collection-1:collection_term.uri,note-1:note_value,note-1:note_type,digital_origin-1:digital_origin_value,note-2:note_value,note-2:note_type,type_of_resource-1:type_of_resource_value,extent-1:extent_value,object_in_context_url-1:object_in_context_url_value,relatedItem_Project,projectURL
item,"New law of righteousnes budding forth, in restoring the whole creation from the bondage of the curse",earlymodernfutures_vym,,early_modern_futures,,5484847,"Winstanley, Gerrard, 1609-",personal,naf,http://id.loc.gov/authorities/names/n50015333,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1649,,,1649,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Printed for Giles Calvert, at the Black spread-eagle at the west end of Pauls",Prophecies ,fast,http://id.worldcat.org/fast/1079193,,,,,,,,,,,,,,,,,,,,,,,,,,"Vision of the ""new heaven and new earth"" urging common people to rise up against landlords and claim universal individual liberties",books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,1649E W736,London (England),http://id.loc.gov/authorities/names/n79005665,Seligman Books,http://id.library.columbia.edu/term/3fb8085f-ec60-4b0c-aa24-421a6583d4a5,,,reformatted digital,,,still image,Physical Dimensions: 15 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page,earlymodernfutures_vym_001,earlymodernfutures_vym,early_modern_futures,omeka_9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490005.jpg,filename,,,,,
item,"Booke named Tectonicon, briefly shewing the exact measuring, and speedie reckoning all manner of land, squares, timber, stone, steeples, pillers, globes,",earlymodernfutures_xws,,early_modern_futures,,6191037,"Digges, Leonard, -approximately 1559",personal,naf,http://id.loc.gov/authorities/names/n85035327,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,"Digges, Thomas, -1595",personal,naf,http://id.loc.gov/authorities/names/n84177466,Contributor,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,,,,,,,,1634,,,1634,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Imprinted by Felix-Kyngston,Measurement,fast,http://id.worldcat.org/fast/1715944,,,,,,,,,,,,,,,,,,,,Early works,fast,http://id.worldcat.org/fast/1411636,,,,"Short title: ""Tectonicon""",books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,SMITH 526.9 1634 D56,London (England),http://id.loc.gov/authorities/names/n79005665,Smith Book Collection,,,,reformatted digital,,,still image,Physical Dimensions: 19 x 14 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,"  Title page, A Booke Named",earlymodernfutures_xws_001,earlymodernfutures_xws,early_modern_futures,omeka_9197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490013.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/tectonicon,,
asset,"  25 verso - 26 recto, How the breadth and widening of things are found",earlymodernfutures_xws_025,earlymodernfutures_xws,early_modern_futures,omeka_9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490014.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/tectonicon,,
item,Argalus and Parthenia,earlymodernfutures_xzz,,early_modern_futures,,5568789,"Quarles, Francis, 1592-1644",personal,naf,http://id.loc.gov/authorities/names/n50050526,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1687,,,1687,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Printed for M.R. and to be sold by the Booksellers of London and Westminster,,,,,,,,,,,,,,,,,"Arcadia (Sidney, Philip)",fast,http://id.worldcat.org/fast/1801940,,,,,,,,,,"Example of legacy established by Sidney in the Arcadia, inviting other people to continue his work",books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,B823Q2 O 1687,London (England),http://id.loc.gov/authorities/names/n79005665,,,Authorship; legacy,,reformatted digital,,,still image,Physical Dimensions: 14 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page,earlymodernfutures_xzz_002,earlymodernfutures_xzz,early_modern_futures,omeka_9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490027.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/quarles,,
asset,"  Page 1, To the Reader",earlymodernfutures_xzz_001,earlymodernfutures_xzz,early_modern_futures,omeka_9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490028.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/quarles,,
asset,  Frontispiece,earlymodernfutures_xzz_999,earlymodernfutures_xzz,early_modern_futures,omeka_9211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490026.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/quarles,,
item,Breaking of the day of God,earlymodernfutures_yws,,early_modern_futures,,5484836,"Winstanley, Gerrard, 1609-",personal,naf,http://id.loc.gov/authorities/names/n50015333,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1649,,,1649,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Printed by I.C. for Giles Calvert, at the Black-spread-eagle, at the west end of Pauls",Prophecies ,fast,http://id.worldcat.org/fast/1079193,Levellers,fast,http://id.worldcat.org/fast/996970,Christianity,fast,http://id.worldcat.org/fast/859599,,,,,,,,,,,,,,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,1649E W732,London (England),http://id.loc.gov/authorities/names/n79005665,Seligman Books,http://id.library.columbia.edu/term/3fb8085f-ec60-4b0c-aa24-421a6583d4a5,,,reformatted digital,,,still image,Physical Dimensions: 15 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page,earlymodernfutures_yws_001,earlymodernfutures_yws,early_modern_futures,omeka_9181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490002.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/breaking,,
asset,"  Chapter 1, title page, Prophecies fulfilled",earlymodernfutures_yws_003,earlymodernfutures_yws,early_modern_futures,omeka_9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490003.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/breaking,,
item,Mapp of Regions and Countreyes Under and About the North Pole,earlymodernfutures_zly,,early_modern_futures,,,"Seller, John, active 1658-1698",personal,naf,http://id.loc.gov/authorities/names/n85012930,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1658,1698,inferred,probably 1658-1698,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,,,,,,,,,,Arctic Ocean--North Pole,fast,http://id.worldcat.org/fast/1242502,,,,,,,"Reused old and often obsolete maps billed falsely even in their previous iteration as ""New and Exact"" but really hailing from Dutchman Jan Jansson's 1620 work -- prospective obsolescense.",maps,aat,http://vocab.getty.edu/aat/300028094,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,,,,,,Dates inferred from period of activity of the cartographer.,,reformatted digital,,,still image,,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,Mapp of Regions and Countreyes Under and About the North Pole,earlymodernfutures_zly_000,earlymodernfutures_zly,early_modern_futures,omeka_9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490015.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/map,,
