_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,omeka_identifier-1:omeka_identifier_value,location-1:location_term.value,location-1:location_term.uri,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,location-1:location_shelf_location-1:location_shelf_location_free_text,clio_identifier-1:clio_identifier_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_key_date,date_created-1:date_created_type,language-1:language_term.value,language-1:language_term.uri,language-1:language_term.authority,language-2:language_term.value,language-2:language_term.uri,language-2:language_term.authority,place_of_origin-1:place_of_origin_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,internal_note-1:internal_note_value,genre-1:genre_term.value,genre-1:genre_term.uri,genre-1:genre_term.authority,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.uri,name-1:name_term.authority,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.authority,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.uri,name-2:name_term.authority,name-2:name_role-2.name_role_term.value,name-2:name_role-2.name_role_term.uri,name-2:name_role-2.name_role_term.authority,object_in_context_url-1:object_in_context_url_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.uri,subject_name-2:subject_name.authority,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.uri,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,digital_origin-1:digital_origin_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,restriction_on_access-1:restriction_on_access_value,_project.string_key
rbml_global_1968_201_01,rbml_global_1968_201,asset,original filename,1968_201_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_201_01.jpg,,COINTELPRO memorandum 2,11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/hoover-launches-cointelpro,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_200,,item,,,,,,Renew Our Common Struggle,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1,,Anti-War,,"May 04, 1975",1975-05-04,,TRUE,,,,,,,,,Robert L. Wilbur Papers,http://id.library.columbia.edu/term/339d7856-640f-4f77-8ee6-d98bbf1b83c8,"Series I: Protest Literature, 1966-1987",series,1,,,,Aeon Slip No.: 127038,,,,still image,,posters,http://vocab.getty.edu/aat/300027221,aat,Art for People,corporate,,,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,Peace movements,http://id.worldcat.org/fast/1055858,fast,Vietnam War (1961-1975),http://id.worldcat.org/fast/1431664,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_200_01,rbml_global_1968_200,asset,original filename,1968_200_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_200_01.jpg,,Renew Our Common Struggle,11860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/moving-toward-violent-resistan,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_199,,item,,,,,,"1967, 1968, 1969",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,2,,Blacks,,1970,1970,,TRUE,,,,,,,,,Robert L. Wilbur Papers,http://id.library.columbia.edu/term/339d7856-640f-4f77-8ee6-d98bbf1b83c8,"Series I: Protest Literature, 1966-1987",series,1,,,,Aeon Slip No.: 127036,,,,still image,,posters,http://vocab.getty.edu/aat/300027221,aat,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political art,http://id.worldcat.org/fast/2003682,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_199_01,rbml_global_1968_199,asset,original filename,1968_199_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_199_01.jpg,,sign,11859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/moving-toward-violent-resistan,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_198,,item,,,,,,COINTELPRO memorandum 3,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,66,15,,,"November 19, 1970",1970-11-19,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Amiri Baraka Papers,http://id.library.columbia.edu/term/e480292e-a298-4aa4-b2b0-65ce60323d30,"Series VI: Personal, 1956-2014",series,1,,,,Aeon Slip No.: 135403,,,,text,,correspondence,http://vocab.getty.edu/aat/300026877,aat,United States. Federal Bureau of Investigation,corporate,http://id.loc.gov/authorities/names/n78095617,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,United States. Federal Bureau of Investigation,corporate,http://id.loc.gov/authorities/names/n78095617,naf,"Baraka, Amiri, 1934-2014",personal,http://id.loc.gov/authorities/names/n79108930,naf,,,,Undercover operations,http://id.worldcat.org/fast/1160879,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_198_01,rbml_global_1968_198,asset,original filename,1968_198_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_198_01.jpg,,COINTELPRO memorandum 3,11858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/the-fbi-vs--amiri-baraka,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_197,,item,,,,,,COINTELPRO memorandum 4,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,66,15,,,"November 13, 1970",1970-11-13,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Amiri Baraka Papers,http://id.library.columbia.edu/term/e480292e-a298-4aa4-b2b0-65ce60323d30,"Series VI: Personal, 1956-2014",series,1,,,,Aeon Slip No.: 134770,,,,text,,correspondence,http://vocab.getty.edu/aat/300026877,aat,United States. Federal Bureau of Investigation,corporate,http://id.loc.gov/authorities/names/n78095617,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,United States. Federal Bureau of Investigation,corporate,http://id.loc.gov/authorities/names/n78095617,naf,"Baraka, Amiri, 1934-2014",personal,http://id.loc.gov/authorities/names/n79108930,naf,,,,Undercover operations,http://id.worldcat.org/fast/1160879,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_197_01,rbml_global_1968_197,asset,original filename,1968_197_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_197_01.jpg,,COINTELPRO memorandum 4,11857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/the-fbi-vs--amiri-baraka,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_196,,item,,,,,,Rabble Rouser Index for LeRoi Jones,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,66,15,,,"June 19, 1968",1968-06-19,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,Newark (N.J.),Amiri Baraka Papers,http://id.library.columbia.edu/term/e480292e-a298-4aa4-b2b0-65ce60323d30,"Series VI: Personal, 1956-2014",series,1,,,,Aeon Slip No.: 134772,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,United States. Federal Bureau of Investigation,corporate,http://id.loc.gov/authorities/names/n78095617,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,"Baraka, Amiri, 1934-2014",personal,http://id.loc.gov/authorities/names/n79108930,naf,,,,,,,,Police reports,http://id.worldcat.org/fast/1068672,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_196_01,rbml_global_1968_196,asset,original filename,1968_196_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_196_01.jpg,,Rabble Rouser Index for LeRoi Jones,11856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/the-fbi-vs--amiri-baraka,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_195,,item,,,,,,Support the Panther 21,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,481,Black Panther Party,,,"December 18, 1969",1969-12-18,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,New York (N.Y.),Records of the Non-Sectarian Anti-Nazi League to Champion Human Rights,http://id.library.columbia.edu/term/cc6293ec-733c-4cce-b9b8-6481c6de13d2,"Series X: Publications, 1924-1978",series,1,"Subseries X.1: General, 1924-1978",subseries,2,Aeon Slip No.: 131678,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,National Committee to Combat Fascism,corporate,,,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,Black Panther Party,corporate,http://id.loc.gov/authorities/names/n80095585,naf,,,,,,,,,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_195_01,rbml_global_1968_195,asset,original filename,1968_195_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_195_01.jpg,,Support the Panther 21,11855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/black_panther_party/the-panther-21,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_194,,item,,,,,,Workshop on Racism,,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,10,24,,,"October 21, 1970",1970-10-21,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,New York (N.Y.),University Protest and Activism Collection,http://id.library.columbia.edu/term/71b876e3-e9fe-4e60-8403-e3f68dc1f112,"Series VIII: Students: Groups, 1966-1975",series,1,,,,Aeon Slip No.: 134115,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,,,,,,,,,,,,,,,,,Columbia University,corporate,http://id.loc.gov/authorities/names/n81024714,naf,,,,,,,,Racism,http://id.worldcat.org/fast/1086616,fast,Student movements,http://id.worldcat.org/fast/1135954,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_194_01,rbml_global_1968_194,asset,original filename,1968_194_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_194_01.jpg,,Workshop on Racism,11854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/black-power,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_193,,item,,,,,,Celebrate African Liberation Day '77,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,147,,,,"May 21, 1977",1977-05-21,,TRUE,,,,,,,,Oakland (Calif.),Amiri Baraka Papers,http://id.library.columbia.edu/term/e480292e-a298-4aa4-b2b0-65ce60323d30,"Series IX: Printed Material, 1961-2007",series,1,,,,Aeon Slip No.: 138700,,,,still image,,posters,http://vocab.getty.edu/aat/300027221,aat,African Liberation Support Committee,corporate,http://id.loc.gov/authorities/names/no2012113856,naf,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,Black power,http://id.worldcat.org/fast/833747,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_193_01,rbml_global_1968_193,asset,original filename,1968_193_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_193_01.jpg,,Celebrate African Liberation Day '77,11853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/black-power,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_192,,item,,,,,,Republican National Convention Pass for Thomas Whiteside,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,9,4,,,August 1968,1968-08,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,Miami Beach (Fla.),Thomas Whiteside Papers,http://id.library.columbia.edu/term/6e7b2ac6-f0e8-4f77-99ce-79b564af5ce2,"Series I: Writings, 1839-1991",series,1,,,,Aeon Slip No.: 131428,,,,text,still image,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,Republican National Committee (U.S.),corporate,http://id.loc.gov/authorities/names/n83023702,naf,Host institution,http://id.loc.gov/vocabulary/relators/his,marcrelator,,,,,,,,,,"Republican National Convention (1968 : Miami Beach, Fla.)",conference,http://id.loc.gov/authorities/names/no2018047079,naf,Republican Party (U.S. : 1854- ),corporate,http://id.loc.gov/authorities/names/n80067040,naf,,,,Political conventions,http://id.worldcat.org/fast/1069234,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_192_01,rbml_global_1968_192,asset,original filename,1968_192_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_192_01.jpg,,Republican National Convention Pass for Thomas Whiteside,11852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_191,,item,,,,,,Republican National Convention Limited Access Pass,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,9,4,,,August 1968,1968-08,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,Miami Beach (Fla.),Thomas Whiteside Papers,http://id.library.columbia.edu/term/6e7b2ac6-f0e8-4f77-99ce-79b564af5ce2,"Series I: Writings, 1839-1991",series,1,,,,Aeon Slip No.: 131428,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,Republican National Committee (U.S.),corporate,http://id.loc.gov/authorities/names/n83023702,naf,Host institution,http://id.loc.gov/vocabulary/relators/his,marcrelator,,,,,,,,,,"Republican National Convention (1968 : Miami Beach, Fla.)",conference,http://id.loc.gov/authorities/names/no2018047079,naf,Republican Party (U.S. : 1854- ),corporate,http://id.loc.gov/authorities/names/n80067040,naf,,,,Political conventions,http://id.worldcat.org/fast/1069234,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_191_01,rbml_global_1968_191,asset,original filename,1968_191_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_191_01.jpg,,Republican National Convention Limited Access Pass,11851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_190,,item,,,,,,Republican National Convention Ticket,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,9,9,,,"August 6, 1968",1968-08-06,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,Miami Beach (Fla.),Thomas Whiteside Papers,http://id.library.columbia.edu/term/6e7b2ac6-f0e8-4f77-99ce-79b564af5ce2,"Series I: Writings, 1839-1991",series,1,,,,Aeon Slip No.: 138586,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,Republican National Committee (U.S.),corporate,http://id.loc.gov/authorities/names/n83023702,naf,Host institution,http://id.loc.gov/vocabulary/relators/his,marcrelator,,,,,,,,,,"Republican National Convention (1968 : Miami Beach, Fla.)",conference,http://id.loc.gov/authorities/names/no2018047079,naf,Republican Party (U.S. : 1854- ),corporate,http://id.loc.gov/authorities/names/n80067040,naf,,,,Political conventions,http://id.worldcat.org/fast/1069234,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_190_01,rbml_global_1968_190,asset,original filename,1968_190_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_190_01.jpg,,Recto,11849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_190_02,rbml_global_1968_190,asset,original filename,1968_190_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_190_02.jpg,,Verso,11850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_189,,item,,,,,,"Order of Business, Twenty-Ninth Republican National Convention",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,9,9,,,1968,1968,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,Miami Beach (Fla.),Thomas Whiteside Papers,http://id.library.columbia.edu/term/6e7b2ac6-f0e8-4f77-99ce-79b564af5ce2,"Series I: Writings, 1839-1991",series,1,,,,Aeon Slip No.: 131431,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,Republican National Committee (U.S.),corporate,http://id.loc.gov/authorities/names/n83023702,naf,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,"Republican National Convention (1968 : Miami Beach, Fla.)",conference,http://id.loc.gov/authorities/names/no2018047079,naf,Republican Party (U.S. : 1854- ),corporate,http://id.loc.gov/authorities/names/n80067040,naf,,,,Political conventions,http://id.worldcat.org/fast/1069234,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_189_01,rbml_global_1968_189,asset,original filename,1968_189_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_189_01.jpg,,Front Cover,11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_188,,item,,,,,,Shot list and Notes on CBS Coverage of 1968 Republican National Convention,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,9,9,,,1968,1968,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,Miami Beach (Fla.),Thomas Whiteside Papers,http://id.library.columbia.edu/term/6e7b2ac6-f0e8-4f77-99ce-79b564af5ce2,"Series I: Writings, 1839-1991",series,1,,,,Aeon Slip No.: 131429,,,,text,,correspondence,http://vocab.getty.edu/aat/300026877,aat,"Columbia Broadcasting System, Inc.",corporate,http://id.loc.gov/authorities/names/n80126230,naf,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,CBS News,corporate,http://id.loc.gov/authorities/names/n82221065,naf,"Republican National Convention (1968 : Miami Beach, Fla.)",conference,http://id.loc.gov/authorities/names/no2018047079,naf,,,,Political conventions,http://id.worldcat.org/fast/1069234,fast,Television broadcasting of news,http://id.worldcat.org/fast/1146787,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_188_01,rbml_global_1968_188,asset,original filename,1968_188_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_188_01.jpg,,Shot list and Notes on CBS Coverage of 1968 Republican National Convention,11847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_187,,item,,,,,,Huntley and Brinkley Draw Record Number of Telegrams Lauding their TV Coverage of Democratic Convention,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,9,1,,,"August 30, 1968",1968-08-30,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Thomas Whiteside Papers,http://id.library.columbia.edu/term/6e7b2ac6-f0e8-4f77-99ce-79b564af5ce2,"Series I: Writings, 1839-1991",series,1,,,,Aeon Slip No.: 131425,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,National Broadcasting Company,corporate,http://id.loc.gov/entities/providers/a15dba2510f3535095353753a64931d7,naf,Creator,http://id.loc.gov/vocabulary/relators/cre,marcrelator,TRUE,,,,,,,,,"Democratic National Convention (1968 : Chicago, Ill.)",conference,http://id.loc.gov/authorities/names/nr00008089,naf,,,,,,,,Political conventions,http://id.worldcat.org/fast/1069234,fast,Politics and government--Press coverage,http://id.worldcat.org/fast/1919778,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_187_01,rbml_global_1968_187,asset,original filename,1968_187_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_187_01.jpg,,Huntley and Brinkley Draw Record Number of Telegrams Lauding their TV Coverage of Democratic Convention,11846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/the-democratic-convention,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_186,,item,,,,,,65 Tons of Equipment will back NBC News' Task Force of 837 at National Political Conventions,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,9,1,,,1968,1968,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Thomas Whiteside Papers,http://id.library.columbia.edu/term/6e7b2ac6-f0e8-4f77-99ce-79b564af5ce2,"Series I: Writings, 1839-1991",series,1,,,,Aeon Slip No.: 131426,,,,text,,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,National Broadcasting Company,corporate,http://id.loc.gov/entities/providers/a15dba2510f3535095353753a64931d7,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,NBC News,corporate,http://id.loc.gov/authorities/names/n80125210,naf,,,,,,,,Political conventions,http://id.worldcat.org/fast/1069234,fast,Special events television coverage,http://id.worldcat.org/fast/1710456,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_186_01,rbml_global_1968_186,asset,original filename,1968_186_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_186_01.jpg,,Page 1,11843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/the-democratic-convention,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_186_02,rbml_global_1968_186,asset,original filename,1968_186_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_186_02.jpg,,Page 2,11844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
