itemContainer - item - itemId,itemContainer - item - public,itemContainer - item - featured,itemContainer - item - MODS - FormGenre - text,itemContainer - item - MODS - DigitalOrigin - text,itemContainer - item - MODS - RepositoryName - text,itemContainer - item - MODS - LanguageofCataloging - text,itemContainer - item - MODS - KeyDate - text,itemContainer - item - MODS - TypeofDate - text,itemContainer - item - MODS - Notes - text,itemContainer - item - MODS - ShelfLocation - text,itemContainer - item - MODS - Collection - text,itemContainer - item - MODS - PublicationPlace - text,itemContainer - item - MODS - PlaceofOrigin - text,itemContainer - item - MODS - Subrepository - text,itemContainer - item - MODS - PublicationDate - text,itemContainer - item - MODS - PhysicalLocation - text,itemContainer - item - DublinCore - Title - text,itemContainer - item - DublinCore - Date - text,itemContainer - item - DublinCore - Language - text,itemContainer - item - DublinCore - Creator - text,itemContainer - item - DublinCore - Publisher - text,itemContainer - item - DublinCore - Description - text,itemContainer - item - DublinCore - Subject - text,itemContainer - item - DublinCore - Source - text,itemContainer - item - DublinCore - Rights - text,itemContainer - item - OriginalFileLoadedIntoOmeka - text,itemContainer - item - ItemType - text,itemContainer - item - OmekaCollection,itemContainer - item - ItemInContext,itemContainer - item - AdditionalItemMetadata - RightsHolder - text
6482,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,4/15/96,exact,,"Office of Public Affairs Negatives Box 98, Miller Theater - Columbia Orchestra, neg. 27",,,,,,,"Columbia University Orchestra - Conductor George Rothman, neg. 27",15-Apr-96,,"Pineiro, Joe",,,,Office of Public Affairs,,http://ldpd.lampdev.columbia.edu/o/music/110118167.jpg,Still Image,Music at Columbia: The First 100 Years,,
6481,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1996-04-15 ,exact,Original filename: 110118166.tif,"Office of Public Affairs Negatives Box 98, Miller Theater - Columbia Orchestra, neg. 26",,,,,,,"Columbia University Orchestra - Conductor George Rothman, neg. 26",15-Apr-96,eng,"Pineiro, Joe",,,,Office of Public Affairs,,http://ldpd.lampdev.columbia.edu/o/music/110118166.jpg,Still Image,Music at Columbia: The First 100 Years,,
6480,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1934 ,exact,"Original filename: 110118165.tif
",CN M9535,,New York,,,,,"Home Study Course in Harmony, Cover",1934,eng,"Murphy, Howard Ansley, 1896-1962",Columbia University Press,First Course Exercises,,,,http://ldpd.lampdev.columbia.edu/o/music/110118165.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/music-as-a-college-study,
6479,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1902 ,in,"Original filename: 110118164.tif
",Historical Biographical Files  Box 210 f. 14,Historical Biographical Files,New York,,,,,"From Grieg to Brahms, Page 4",,eng,Outlook Company,Outlook Company,"Advertising brochure for Gregory Daniel Mason's work ""From Grieg to Brahms"".","Mason, Daniel Gregory, 1873-1953",,,http://ldpd.lampdev.columbia.edu/o/music/110118164.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/daniel-gregory-mason,
6478,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1902 ,in,"Original filename: 110118163.tif
",Historical Biographical Files  Box 210 f. 14,Historical Biographical Files,New York,,,,,"From Grieg to Brahms, Page 3",circa 1902,eng,Outlook Company,Outlook Company,"Advertising brochure for Gregory Daniel Mason's work ""From Grieg to Brahms"".","Mason, Daniel Gregory, 1873-1953",,,http://ldpd.lampdev.columbia.edu/o/music/110118163.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/daniel-gregory-mason,
6477,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1902 ,in,"Original filename: 110118162.tif
",Historical Biographical Files  Box 210 f. 14,Historical Biographical Files,New York,,,,,"From Grieg to Brahms, Page 2",circa 1902,eng,Outlook Company,Outlook Company,"Advertising brochure for Gregory Daniel Mason's work ""From Grieg to Brahms"".","Mason, Daniel Gregory, 1873-1953",,,http://ldpd.lampdev.columbia.edu/o/music/110118162.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/daniel-gregory-mason,
6476,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1902 ,in,"Original filename: 110118161.tif
",Historical Biographical Files  Box 210 f. 14,Historical Biographical Files,New York,,,,,"From Grieg to Brahms, Page 1",circa 1902,eng,Outlook Company,Outlook Company,"Advertising brochure for Gregory Daniel Mason's work ""From Grieg to Brahms"".","Mason, Daniel Gregory, 1873-1953",,,http://ldpd.lampdev.columbia.edu/o/music/110118161.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/daniel-gregory-mason,
6475,1,0,periodicals,Reformatted Digital,"University Archives, Columbia University",English,1918-07 ,exact,"Original filename: 110118160.tif
",,,New York,,,,,"Music as College Study, first page [235]","July, 1918",eng,"Mason, Daniel Gregory, 1873-1953",Columbia University,,,Columbia University Quarterly XX/3,,http://ldpd.lampdev.columbia.edu/o/music/110118160.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/music-as-a-college-study,
6474,1,0,periodicals,reformatted digital,"University Archives, Columbia University",eng,1940-02-10 ,,Original filename: 110118159.tif,Historical Subject Files  Box 178 f. 6,Historical Subject Files,,,,,,Musical America's Education Department--A Glimpse of a Modern Graduate Music Seminar,10-Feb-40,eng,"Sabin, Robert",Musical America,Paul Henry Lang's Columbia University Class,"Lang, Paul Henry, 1901-1991","Musical America, February 10, 1940",,http://ldpd.lampdev.columbia.edu/o/music/110118159.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/historical-musicology/paul-henry-lang,
6473,1,0,photographs,reformatted digital,"University Archives, Columbia University",eng,1932 1970,inferred,"Original filename: 110118158.tif
",Historical Subject Files  Portraits Lang,Historical Subject Files,,,,,,Paul Henry Lang and seminar,after 1932,,,,Lang and a musicology seminar,"Lang, Paul Henry, 1901-1991",,,http://ldpd.lampdev.columbia.edu/o/music/110118158.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/historical-musicology/paul-henry-lang,
6472,1,0,photographs,reformatted digital,"University Archives, Columbia University",English,1901  1991,inferred,"Original filename: 110118157.tif
",Historical Subject Files  Portraits Lang,Historical Subject Files,,,,,,"Paul Henry Lang, Photograph ",,eng,"Conway Studios (New York, N.Y.)",Conway Studios,Paul Henry Lang,"Lang, Paul Henry, 1901-1991",,,http://ldpd.lampdev.columbia.edu/o/music/110118157.jpg,Still Image,Music at Columbia: The First 100 Years,,
6471,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118156.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 15 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118156.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,
6470,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,19966-11-20 ,exact,"Original filename: 110118155.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 14 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118155.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,
6469,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118154.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 13 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118154.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,
6468,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118153.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 12 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118153.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,
6467,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118152.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 11",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118152.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,
6466,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118151.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 10 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118151.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,
6465,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118150.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 9 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118150.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6464,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118149.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 8",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118149.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6463,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,19966-11-20 ,exact,"Original filename: 110118148.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 7 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118148.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6462,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118147.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 6 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118147.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6461,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,19966-11-20 ,exact,"Original filename: 110118146.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 5 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118146.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6460,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118145.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 4 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118145.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6459,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118144.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 3 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118144.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6458,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118143.tif
",Historical Subject Files  Box 190 f.4,,,,,,,"In Memoriam Otto Luening, Page 2 ",20-Nov-96,eng,Columbia University,Columbia University,"Program November 20, 1996",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118143.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6457,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1996-11-20 ,exact,"Original filename: 110118142.tif
",Box 190 f.4,Historical Subject Files,,"New York, New York",,,,"In Memoriam: Otto Luening, page 1 ","November 20, 1996",eng,Columbia University,,"Program for memorial concert of November 20, 1996; front page includes a portrait of Otto Luening.","Luening, Otto, 1900-1996",,,http://ldpd.lampdev.columbia.edu/o/music/110118142.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,
6456,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1962-05-17 ,exact,"Original filename: 110118141.tif
",Historical Subject Files  Box 222 f.2,,,,,,,"Music of Douglas Moore, Page 3 ",17-May-62,eng,Columbia University,Columbia University,"Program May 17, 1962",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118141.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/douglas-moore,
6455,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1962-05-17 ,exact,"Original filename: 110118140.tif
",Historical Subject Files  Box 222 f.2,,,,,,,"Music of Douglas Moore, Page 2 ",17-May-62,eng,Columbia University,Columbia University,"Program May 17, 1962",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118140.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/douglas-moore,
6454,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1962-05-17 ,exact,"Original filename: 110118139.tif
",Historical Subject Files  Box 222 f.2,,,,,,,"Music of Douglas Moore, Page 1 ",17-May-62,eng,Columbia University,Columbia University,"Program May 17, 1962",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118139.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/douglas-moore,
6453,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1957 ,questionable,"Original filename: 110118138.tif
",Historical Subject Files  Portraits Box 22,Historical Subject Files,,,,,,Photograph of Douglas Moore and Carlos Chavez,1957?,eng,,,,"Moore, Douglas, 1893-1969",,,http://ldpd.lampdev.columbia.edu/o/music/110118138.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/composers,
6452,1,0,photographs,reformatted digital,"University Archives, Columbia University",eng,1947 1965,inferred,"Original filename: 110118137.tif

",Historical Subject Files  Portraits Box 26,Historical Subject Files,,,,,,Photograph of Henry Cowell with Cat,between 1947 and 1965?,,,,"This photograph of Henry Cowell is inscribed “to Ruth,” undoubtedly Ruth Ihrig, the Department of Music’s Administrator from 1947 to 1988.","Cowell, Henry, 1897-1965",,,http://ldpd.lampdev.columbia.edu/o/music/110118137.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/composers,
6451,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1949 ,approximate,"Original filename: 110118136.tif
",Historical Subject Files  Box 65 f.27,Historical Subject Files,,,,,,"Henry Cowell, Cover",circa 1949,eng,,Associated Music Publishers,Henry Cowell List of Works,"Cowell, Henry, 1897-1965",,,http://ldpd.lampdev.columbia.edu/o/music/110118136.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/composers,
6450,1,0,posters,Reformatted Digital,"University Archives, Columbia University",English,1969-04-16 ,exact,"Original filename: 110118135.tif
",Historical Subject Files  Box 129 f.6,Historical Subject Files,,,,,,"Performers' Committee for Twentieth-Century Music, Poster ",16-Apr-69,eng,Performers' Committee for Twentieth-Century Music,Columbia University,"Bela Bartok Retrospective Concert Program April 16, 1969","Bartók, Béla, 1881-1945",,,http://ldpd.lampdev.columbia.edu/o/music/110118135.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/performers-committee,
6449,1,0,posters,Reformatted Digital,"University Archives, Columbia University",English,1969-03-19 ,exact,"Original filename: 110118134.tif
",Historical Subject Files  Box 129 f.6,Historical Subject Files,,,,,,"Performers' Committee for Twentieth- Century Music, Poster ",19-Mar-69,eng,Performers' Committee for Twentieth-Century Music,Columbia University,"Henry Cowell Program March 19, 1969","Cowell, Henry, 1897-1965",,,http://ldpd.lampdev.columbia.edu/o/music/110118134.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/performers-committee,
6448,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118133.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 11 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118133.jpg,Still Image,Music at Columbia: The First 100 Years,,
6447,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118132.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 10 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118132.jpg,Still Image,Music at Columbia: The First 100 Years,,
6446,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118131.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 9 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118131.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6445,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118130.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 8 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118130.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6444,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118129.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 7 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118129.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6443,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118128.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 6 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118128.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6442,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118127.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 5 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118127.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6441,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118126.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 4 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118126.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6440,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118125.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 3 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118125.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6439,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118124.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 2 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118124.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6438,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1945-05-12 1945-05-14,exact,"Original filename: 110118123.tif
",Historical Subject Files  Box 130 f.10,Historical Subject Files,New York,,,,,"First Annual Festival of Contemporary Music, Page 1 ","May 12, 13, 14, 1945",eng,Columbia University,Columbia University,"Program May 12, 13, 14, 1945",,,,http://ldpd.lampdev.columbia.edu/o/music/110118123.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,
6437,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1986-12-04 ,exact,"Original filename: 110118122.tif
",Historical Subject Files  Box 307 f.4,,,,,,,Columbia University Orchestra Page 2,4-Dec-86,eng,Columbia University. Department of Music ,Columbia University,"Program Dec 4, 1986",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118122.jpg,Still Image,Music at Columbia: The First 100 Years,,
6436,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1986-12-04 ,exact,"Original filename: 110118121.tif
",Historical Subject Files  Box 307 f.4,,,,,,,Columbia University Orchestra Page 1 ,4-Dec-86,eng,Columbia University. Department of Music ,Columbia University,"Program Dec 4, 1986",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118121.jpg,Still Image,Music at Columbia: The First 100 Years,,
6435,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1975-04-15 ,exact,Original filename: 110118120.tif,Historical Subject Files  Box 307 f.4,,,,,,,Barnard-Columbia Chorus Page 1 ,15-Apr-75,eng,Columbia University,Columbia University,"Program April 15, 1975",,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118120.jpg,Still Image,Music at Columbia: The First 100 Years,,
6434,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1973-04-29 ,exact,"Original filename: 110118119.tif
",Historical Subject Files  Box 307 f.4,Historical Subject Files,,New York,,,,"Columbia University Orchestra Program, April 29, 1973, Page 4",29-Apr-73,eng,Columbia University. Department of Music,Columbia University,Program notes by Peter Dedel.,,,,http://ldpd.lampdev.columbia.edu/o/music/110118119.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/university-orchestra-and-barna,
6433,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1973-04-29 ,exact,"Original filename: 110118118.tif
",Historical Subject Files  Box 307 f.4,Historical Subject Files,,New York,,,,"Columbia University Orchestra Program, April 29, 1973, Page 3 ",29-Apr-73,eng,Columbia University. Department of Music,Columbia University,Program notes by Peter Dedel.,,,,http://ldpd.lampdev.columbia.edu/o/music/110118118.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/university-orchestra-and-barna,
6432,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1973-04-29 ,exact,"Original filename: 110118117.tif
",Historical Subject Files  Box 307 f.4,Historical Subject Files,,New York,,,,"Columbia University Orchestra Program, April 29, 1973, Page 2 ",29-Apr-73,eng,Columbia University. Department of Music,Columbia University,Program notes by Peter Dedel.,,,,http://ldpd.lampdev.columbia.edu/o/music/110118117.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/university-orchestra-and-barna,
