identifier_omeka,identifier_title,note_filename,location_url_ObjectInContext,location_url_ObjectInContext_2,location_url_ObjectInContext_3,title,namePart,title2,title2_type,dateCreated,form,form_authority,form_authority_identifier,form_2,form_2_authority,form_2_authority_identifier,keyDate_start,keyDate_end,dateQualifier,digitalOrigin,physicalLocation_text,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,languageOfCataloging,shelfLocator,relatedItem_collection,place,place_authority_identifier,note,language,language_authority,language_authority_identifier,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name_type,subject_name_2,subject_name_2_authority,subject_name_2_authority_identifier,subject_name_2_type,subject_name_3,subject_name_3_authority,subject_name_3_authority_identifier,subject_name_3_type,subject_name_4,subject_name_4_authority,subject_name_4_authority_identifier,subject_name_4_type,subject_name_5,subject_name_5_authority,subject_name_5_authority_identifier,subject_name_5_type,subject_name_6,subject_name_6_authority,subject_name_6_authority_identifier,subject_name_6_type,subject_name_7,subject_name_7_authority,subject_name_7_authority_identifier,subject_name_7_type,subject_name_8,subject_name_8_authority,subject_name_8_authority_identifier,subject_name_8_type,subject_name_9,subject_name_9_authority,subject_name_9_authority_identifier,subject_name_9_type,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,name_primary,name_primary_authority,name_primary_authority_identifier,name_primary_Relator,name_primary_Relator_authority,name_primary_Relator_type,name_primary_Relator_authority_identifier,name_primary_type,name,name_authority,name_authority_identifier,nameRelator,nameRelator_authority,nameRelator_type,nameRelator_authority_identifier,name_type,name_02,name_02_authority,name_02_authority_identifier,name_02_Relator,name_02_Relator_authority,name_02_Relator_type,name_02_Relator_authority_identifier,name_02_type,name_03,name_03_authority,name_03_authority_identifier,name_03_Relator,name_03_Relator_authority,name_03_Relator_type,name_03_Relator_authority_identifier,name_03_type,name_04,name_04_authority,name_04_authority_identifier,name_04_Relator,name_04_Relator_authority,name_04_Relator_type,name_04_Relator_authority_identifier,name_04_typle,name_05,name_05_authority,name_05_authority_identifier,name_05_Relator,name_05_Relator_authority,name_05_Relator_type,name_05_Relator_authority_identifier,name_05_type,name_06,name_06_authority,name_06_authority_identifier,name_06_Relator,name_06_Relator_authority,name_06_Relator_type,name_06_Relator_authority_identifier,name_06_type,name_07,name_07_authority,name_07_authority_identifier,name_07_Relator,name_07_Relator_authority,name_07_Relator_type,name_07_Relator_authority_identifier,name_07_type,name_08,name_08_authority,name_08_authority_identifier,name_08_Relator,name_08_Relator_authority,name_08_Relator_type,name_08_Relator_authority_identifier,name_08_type,name_09,name_09_authority,name_09_authority_identifier,name_09_Relator,name_09_Relator_authority,name_09_Relator_type,name_09_Relator_authority_identifier,name_09_type,name_10,name_10_authority,name_10_authority_identifier,name_10_Relator,name_10_Relator_authority,name_10_Relator_type,name_10_Relator_authority_identifier,name_10_type,name_11,name_11_authority,name_11_authority_identifier,name_11_Relator,name_11_Relator_authority,name_11_Relator_type,name_11_Relator_authority_identifier,name_11_type,name_12,name_12_authority,name_12_authority_identifier,name_12_Relator,name_12_Relator_authority,name_12_Relator_type,name_12_Relator_authority_identifier,name_12_type,name_13,name_13_authority,name_13_authority_identifier,name_13_Relator,name_13_Relator_authority,name_13_Relator_type,name_13_Relator_authority_identifier,name_13_type,abstract,publisher,relatedItem,relatedItem_authority,relatedItem_identifier,relatedItem_type,note_ownership,typeOfResource,relatedItem_Project,projectURL
omeka_399,perkins_rau_001,original filename: perkins_090074126.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/with-president-roosevelt,,,I thought I ought to give my life to the poor,First page,,,circa 1939,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1939,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 51,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frances Perkins' notes on life ambitions, written on note paper with the heading Department of Labor.",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_398,perkins_jjx_001,original filename: perkins_090074123.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/paul-wilson,,,Thank you for the years of grace dear soul,,,,"October 13, 1932",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1932-10-13,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 122,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Wilson, Paul Caldwell",,,personal,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frances Perkins' poem written for her husband, Paul Wilson",,,,,,"Gift of Susanna Perkins Coggeshall, 1988",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_398,perkins_jjx_002,original filename: 090074124.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/paul-wilson,,,Thank you for the years of grace dear soul,,,,"October 13, 1932",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1932-10-13,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 122,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Wilson, Paul Caldwell",,,personal,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frances Perkins' poem written for her husband, Paul Wilson",,,,,,"Gift of Susanna Perkins Coggeshall, 1988",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_398,perkins_jjx_003,original filename: 090074125.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/paul-wilson,,,Thank you for the years of grace dear soul,,,,"October 13, 1932",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1932-10-13,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 122,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Wilson, Paul Caldwell",,,personal,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frances Perkins' poem written for her husband, Paul Wilson",,,,,,"Gift of Susanna Perkins Coggeshall, 1988",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_397,perkins_ljp_001,original filename: perkins_090074119.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Registration Book of Miss F. Perkins,,,,October 1909 - January 1911,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909-10,1911-01,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 140,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,aut,marcrelator,code,http://id.loc.gov/vocabulary/relators/aut,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frances Perkins' Columbia registration book,,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_397,perkins_ljp_002,original filename: 090074120.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Registration Book of Miss F. Perkins,,,,October 1909 - January 1911,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909-10,1911-01,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 140,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,aut,marcrelator,code,http://id.loc.gov/vocabulary/relators/aut,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frances Perkins' Columbia registration book,,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_397,perkins_ljp_003,original filename: 090074121.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Registration Book of Miss F. Perkins,,,,October 1909 - January 1911,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909-10,1911-01,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 140,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,aut,marcrelator,code,http://id.loc.gov/vocabulary/relators/aut,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frances Perkins' Columbia registration book,,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_397,perkins_ljp_004,original filename: 090074122.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Registration Book of Miss F. Perkins,,,,October 1909 - January 1911,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909-10,1911-01,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 140,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,aut,marcrelator,code,http://id.loc.gov/vocabulary/relators/aut,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,Columbia University. Faculty of Political Science,naf,http://id.loc.gov/authorities/names/nr89017228,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frances Perkins' Columbia registration book,,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_396,perkins_goe_000,original filename: perkins_090074118.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/consumers--league,,,Accident prevention notes,,,,Between 1911 and 1965,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1911,1965,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frances Perkins notes on accident prevention,,,,,,"Gift of Susanna Perkins Coggeshall, 1970",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_395,perkins_rnq_001,original filename: perkins_090074115.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/family,,,Holy Trinity,,,,May 1910,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1910-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poem written by Frances Perkins on motherhood and family,,,,,,"Gift of Susanna Perkins Coggeshall, 1988",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_395,perkins_rnq_002,original filename: 090074116.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/family,,,Holy Trinity,,,,May 1910,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1910-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poem written by Frances Perkins on motherhood and family,,,,,,"Gift of Susanna Perkins Coggeshall, 1988",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_395,perkins_rnq_003,original filename: 090074117.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/family,,,Holy Trinity,,,,May 1910,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1910-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poem written by Frances Perkins on motherhood and family,,,,,,"Gift of Susanna Perkins Coggeshall, 1988",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_394,perkins_yof_001,original filename: perkins_090074114.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/consumers--league,,,Fire Prevention and Life Protection: Research,First page,,,between 1911 and 1965,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1911,1965,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frances Perkins' notes on research into fire prevention in the United States,,,,,,"Gift of Susanna Perkins Coggeshall, 1970",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_393,perkins_zkc_001,original filename: perkins_090074110.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Outline of Lectures on the Fiscal and Industrial History of the United States by Professor Edwin R. A. Seligman,,,,1909,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,personal,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seligman Economics 107 : Fiscal History printed syllabus, with manuscript notes by Frances Perkins",,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_393,perkins_zkc_002,original filename: 090074111.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Outline of Lectures on the Fiscal and Industrial History of the United States by Professor Edwin R. A. Seligman,,,,1909,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,personal,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seligman Economics 107 : Fiscal History printed syllabus, with manuscript notes by Frances Perkins",,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_393,perkins_zkc_003,original filename: 090074112.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Outline of Lectures on the Fiscal and Industrial History of the United States by Professor Edwin R. A. Seligman,,,,1909,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,personal,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seligman Economics 107 : Fiscal History printed syllabus, with manuscript notes by Frances Perkins",,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_393,perkins_zkc_004,original filename: 090074113.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,,Outline of Lectures on the Fiscal and Industrial History of the United States by Professor Edwin R. A. Seligman,,,,1909,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,1909,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 121,Frances Perkins Papers,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,personal,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Seligman, Edwin R. A. (Edwin Robert Anderson), 1861-1939",naf,http://id.loc.gov/authorities/names/n50005896,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seligman Economics 107 : Fiscal History printed syllabus, with manuscript notes by Frances Perkins",,,,,,"Gift of Susanna Perkins Coggeshall, 1973",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
