item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging ,item - MODS - ShelfLocation,item - MODS - Collection,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Date,item - DublinCore - Language,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Subject 5,item - DublinCore - Subject 6,item - DublinCore - Subject 7,item - DublinCore - Subject 8,item - DublinCore - Subject 9,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Creator 4,item - DublinCore - Creator 5,item - DublinCore - Creator 6,item - DublinCore - Creator 7,item - DublinCore - Creator 8,item - DublinCore - Creator 9,item - DublinCore - Creator 10,item - DublinCore - Creator 11,item - DublinCore - Creator 12,item - DublinCore - Creator 13,item - DublinCore - Creator 14,item - DublinCore - Description,item - DublinCore - Coverage,item - DublinCore - Publisher,item - DublinCore - Source,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - SpatialCoverage,item - AdditionalItemMetadata - TemporalCoverage,item - ItemType,item - OmekaCollection,project URL,item in context 1,item in context 2,item in context 3
1,426,0,correspondence,,1936-09-09,1936-09-10,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 61,Frances Perkins Papers,San Francisco (Calif.),Washington (D.C.),,,Letter to Secretary of Labor Frances Perkins on behalf of President Franklin Roosevelt concerning the attached telegram sent to the President,Letter to Secretary of Labor Frances Perkins on behalf of President Franklin Roosevelt concerning the attached telegram sent to the President,,,,,,"September 9 and 10, 1936",eng,President Hoover (Steamship),,,,,,,,,United States. President (1933-1945 : Roosevelt),"Perkins, Frances, 1880-1965","Early, Stephen T. (Stephen Tyree), 1889-1951",,,,,,,,,,,,"Stephen Early, secretary to President Franklin Roosevelt, forwarded to Secretary of Labor Frances Perkins a telegram from the passengers of the SS President Hoover. The ship was unable to land in San Francisco due to the Pacific Coast Longshoremen's Strike of 1936. In Early's memo to Perkins, on behalf of the president, Perkins is asked to give the telegram and the situation 'consideration and appropriate action'.",,,,original filename: perkins_090074193.jpg,original filename: 090074194.jpg,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,
1,425,0,correspondence,,1934-03,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 106C,Frances Perkins Papers,on board USS Houston,,,,Copy of telegram from President Franklin Roosevelt to Secretary of Labor Frances Perkins about Pacific Coast Strike,Copy of telegram from President Franklin Roosevelt to Secretary of Labor Frances Perkins about Pacific Coast Strike,,,,,,circa March 1934,eng,"Pacific Coast Longshoremen's Strike, 1934",,,,,,,,,United States. President (1933-1945 : Roosevelt),"Perkins, Frances, 1880-1965",,,,,,,,,,,,,"During the Pacific Coast strike of 1934, that began on May 9, Roosevelt was vacationing on the USS Houston, sailing from Norfolk to Hawaii via the Panama Canal. Here he sends Perkins instructions, writing: “If you think advisable you can issue any statement or offer as coming from me or with my approval.” Although there were calls for him to return to Washington, as he notes here, “it is at present best for me not to consider change my itinerary.”",,,,original filename: perkins_090074192.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1970",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,
1,424,0,manuscripts,,1937,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 49,Frances Perkins Papers,,,,,"Draft of statement on strikes, with particular reference to San Francisco","Draft of statement on strikes, with particular reference to San Francisco",,,,,,1937?,eng,Strikes and lockouts,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"In this statement, Perkins makes clear the position of the government that strikes are “not a blow or a threat to organized government,” that they are instead “an economic tool or method of workers to insure that their employers agree to carry out their demand in regard to conditions and terms of work.”",,,,original filename: perkins_090074188.jpg,original filename: 090074189.jpg,original filename: 090074190.jpg,original filename: 090074191.jpg,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions---strikes,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,
1,423,0,manuscripts,,1945-04,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 62 same folder,Frances Perkins Papers,Washington (D.C.),,,,True measure of a man's greatness. First page,True measure of a man's greatness,First page,,,,,"April, 1945",eng,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"Statement on the death of President Franklin Roosevelt, written by his Labor of Secretary and personal friend Frances Perkins. Frances Perkins wrote: “We in the Department of labor have a feeling of keen and personal sadness for we, with our hands and minds, were privileged to carry forward some of the work that had always lain closest to his heart … We knew, perhaps better than any, how kind and good he was, and how ever thoughtful of those in need of support and help.”",,,,original filename: perkins_090074187.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/later-years/truman,,
1,422,0,manuscripts,,1945-01-19,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 62, folder",Frances Perkins Papers,Washington (D.C.),,,,List of Accomplishments for Franklin Delano Roosevelt,List of Accomplishments for Franklin Delano Roosevelt,,,,,,"January 19, 1945",eng,"Perkins, Frances, 1880-1965",United States. President (1933-1945 : Roosevelt),"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,With Frances Perkins initials at end,,,,original filename: perkins_090074185.jpg,original filename: 090074186.jpg,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/with-president-roosevelt,,
1,421,0,correspondence,,1932-07-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 62 same folder,Frances Perkins Papers,,,,,"Copy of Telegram to Boston Globe from Frances Perkins, Industrial Commissioner New York","Copy of Telegram to Boston Globe from Frances Perkins, Industrial Commissioner New York",,,,,,"July 5, 1932",eng,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,"Perkins, Frances, 1880-1965",Globe Newspaper Co.,,,,,,,,,,,,,Copy of Telegram to Boston Globe,,,,original filename: perkins_090074184.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,420,0,printed ephemera,,1935-11-15,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 62,Frances Perkins Papers,,,,New York,Roosevelt’s Supreme Council: An “Alien-Star” Revolutionary-Power in Control of Washington New Deal Political Policies,Roosevelt’s Supreme Council: An “Alien-Star” Revolutionary-Power in Control of Washington New Deal Political Policies,,,,,,"November 15, 1935",eng,"Perkins, Frances, 1880-1965",United States. President (1933-1945 : Roosevelt),"New Deal, 1933-1939",,,,,,,"Edmondson, Robert Edward, 1872-",,,,,,,,,,,,,,"In this broadside, Perkins is one of five members of “America’s Invisible Governors,” named with thirty other “alien-minded New Dealer ‘advisors’ … all owing allegiance to the Frankfurter-Brandeis-Baruch-Morgenthau Monopoly … directed by Professor Felix Frankfurter.” Note that Perkins’s long-time secretary, Frances Jerkowitz, is included in her triangle headed “Friend of Aliens.”",,Edmondson Economic Service,,original filename: perkins_090074182.jpg,original filename: 090074183.jpg,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/immigration---impeachment/immigration-and-impeachment,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/immigration---impeachment/impeachment,
1,419,0,printed ephemera,,1938,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 62,Frances Perkins Papers,,,,,1938th Psalm,1938th Psalm,,,,,,1938,eng,United States. President (1933-1945 : Roosevelt),"New Deal, 1933-1939",,,,,,,,,,,,,,,,,,,,,,"President Franklin Roosevelt, his administration, and The New Deal were not without enemies. This anti-psalm states “Mr. Roosevelt is my shepherd / I am in want, / He maketh me to lie down on park benches, / He destroyeth my soul … Surely unemployment and poverty shall follow me all the days of my life; / And I shall dwell in a mortgaged house forever.”",,,,original filename: perkins_090074181.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/immigration---impeachment/impeachment,,
1,418,0,manuscripts,,1912,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121A,Frances Perkins Papers,New York,,,,Working Woman and Marriage Talk Draft,Working Woman and Marriage Talk Draft,,,,,,1912?,eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Draft of talk on The Working Woman & Marriage,,,,original filename: perkins_090074171.jpg,original filename: 090074172.jpg,original filename: 090074173.jpg,original filename: 090074174.jpg,original filename: 090074175.jpg,original filename: 090074176.jpg,original filename: 090074177.jpg,original filename: 090074178.jpg,original filename: 090074179.jpg,original filename: 090074180.jpg,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,417,0,pamphlets,,1962-04-12,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 132 in same folder as above,Frances Perkins Papers,,,,,Impact of the Employment of Women on Industry and Business. Page 17,Impact of the Employment of Women on Industry and Business,Page 17,,,,,"April 12, 1962",eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Impact of employment of women; written by Frances Perkins while she was a visiting lecturer at the New York States School of Industrial and Labor Relations at Cornell University,,,,original filename: perkins_090074170.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,416,0,manuscripts,,1962-04-12,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 132,Frances Perkins Papers,,,,,Notes on Modern Women,Notes on Modern Women,,,,,,"April 12, 1962",eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"Notes on Modern Women, for talk or publication at Cornell University",,,,original filename: perkins_090074169.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,415,0,manuscripts,,1934,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 47,Frances Perkins Papers,,,,,Statement on resignation of Grace Abbott,Statement on resignation of Grace Abbott,,,,,,1934,eng,"Abbott, Grace, 1878-1939",United States. Children's Bureau.,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Statement on resignation of Grace Abbott,,,,original filename: perkins_090074167.jpg,original filename: 090074168.jpg,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,414,0,correspondence,,1953-09-06,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 106,Frances Perkins Papers,Evanston (Ill.),,,,Letter from Bergen Evans to Jay,Letter from Bergen Evans to Jay,,,,,,"September 6, 1953",eng,"Perkins, Frances, 1880-1965",,,,,,,,,"Evans, Bergen, 1904-1978",,,,,,,,,,,,,,Evans to Jay,,,,original filename: perkins_090074166.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,413,0,manuscripts,,1944-09-21,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 66,Frances Perkins Papers,,,,,"Memorandum on Modern Culture and its Failure to Absorb the Machine, which is the Modern Characteristic of Modern Economic Life and Effort. Pages 1-3","Memorandum on Modern Culture and its Failure to Absorb the Machine, which is the Modern Characteristic of Modern Economic Life and Effort",Pages 1-3,,,,,"September 21, 1944",eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Memo on modern culture,,,,original filename: perkins_090074163.jpg,original filename: 090074164.jpg,original filename: 090074165.jpg,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,412,0,manuscripts,,1933-04,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 46,Frances Perkins Papers,,,,,What constitutes a good job,What constitutes a good job,,,,,,circa April 1933,eng,Work environment,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Frances Perkins' hand-written notes for a lecture on what constitutes a good job,,,,original filename: perkins_090074158.jpg,original filename: 090074159.jpg,original filename: 090074160.jpg,original filename: 090074161.jpg,original filename: 090074162.jpg,,,,,,"Gift of Susanna Perkins Coggeshall, 1980",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/a-good-job,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/working-conditions,
1,411,0,manuscripts,,1933-04,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 46,Frances Perkins Papers,,,,,What constitutes a good job,What constitutes a good job,,,,,,circa April 1933,eng,Work environment,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"Frances Perkin's outline of aspects of work environment that constitute a good job, used for a speech made one month after taking office as Secretary of Labor.",,,,original filename: perkins_090074156.jpg,original filename: 090074157.jpg,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/a-good-job,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/working-conditions,
1,410,0,periodicals,,1933-07,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 46,Frances Perkins Papers,,,,"Washington, District of Columbia","Why we need a minimum wage law. Pages 23-24, 56, 59",Why we need a minimum wage law,"Pages 23-24, 56, 59",,,,,July 1933,eng,Minimum wage,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,Chamber of Commerce of the United States,Nation's business,original filename: perkins_090074152.jpg,original filename: 090074153.jpg,original filename: 090074154.jpg,original filename: 090074155.jpg,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/a-good-job,,
1,409,0,periodicals,,1933-02,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 46,Frances Perkins Papers,,,,,Cost of a Five-Dollar Dress. Pages 75-78,Cost of a Five-Dollar Dress,Pages 75-78,,,,,February 1933,eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,Survey Graphic,original filename: perkins_090074148.jpg,original filename: 090074149.jpg,original filename: 090074150.jpg,original filename: 090074151.jpg,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,,
1,408,0,correspondence,,1920-06-02,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 66,Frances Perkins Papers,,,,,Memo for Miss Swartz,Memo for Miss Swartz,,,,,,"June 2, 1920",eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Memo for Miss Swartz,,,,original filename: perkins_090074147.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,407,0,manuscripts,,1918,1919,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 66,Frances Perkins Papers,,,,,Having been appointed to the Industrial Commission by the Governor,Having been appointed to the Industrial Commission by the Governor,,,,,,1918-1919,eng,"Perkins, Frances, 1880-1965",New York (State). Industrial Commission,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Typescript of Perkins' acceptance letter for an appointment to the New York state Industrial Commission,,,,original filename: perkins_090074146.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/al-smith/with-governor-smith,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/al-smith/al-smith,
1,406,0,periodicals,,1933,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 75,Frances Perkins Papers,,,,"Washington, District of Columbia",Statement by the President of the United States of America Outlining Policies of the National Recovery Administration. Cover,Statement by the President of the United States of America Outlining Policies of the National Recovery Administration,Cover,,,,,1933,eng,Bulletin (United States. National Recovery Administration),United States. National Recovery Administration,,,,,,,,United States. National Recovery Administration,United States. President (1933-1945 : Roosevelt),,,,,,,,,,,,,NRA Bulletin No. 1,,Government Printing Office,National Recovery Administration Bulletin No. 1,original filename: perkins_090074145.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/national-recovery/national-recovery,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/national-recovery/the-new-deal,
1,405,0,printed ephemera,,1933-05-24,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 75,Frances Perkins Papers,Washington (D.C.),,,,National Industrial Recovery Act. Chart 1,National Industrial Recovery Act,Chart 1,,,,,"May 24, 1933",eng,United States. National Industrial Recovery Act of 1933,,,,,,,,,United States. Bureau of Foreign and Domestic Commerce,National Association of Manufacturers (U.S.),,,,,,,,,,,,,"This chart of Senate Bill No. 1712 and HR Bill No. 5664, 73rd Congress, 1st Session, shows clearly the two-part nature of the “National Industrial Recovery Act:” the “Mobilization of Industry into Trade Associations,” and “A Huge $3,300,000,000 Program of Public-Works Construction.” The program would be administered by the National Recovery Administration (NRA) and the Public Works Administration (PWA).
Statement of responsibility in bottom left corner of chart #1 is illegible.",,,,original filename: perkins_090074144.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/national-recovery/national-recovery,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/national-recovery/the-new-deal,
1,404,0,manuscripts,,1933-12-11,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 46,Frances Perkins Papers,,,,,Speech of Secretary of Labor Perkins on Planned Recovery. Pages 1-4,Speech of Secretary of Labor Perkins on Planned Recovery,Pages 1-4,,,,,"10:45 PM Monday night, December 11, 1933",eng,United States. National Industrial Recovery Act of 1933,United States. National Recovery Administration,United States. President (1933-1945 : Roosevelt),,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Radio address on NRA - first draft,,,,original filename: perkins_090074140.jpg,original filename: 090074141.jpg,original filename: 090074142.jpg,original filename: 090074143.jpg,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/national-recovery/national-recovery,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/national-recovery/the-new-deal,
1,403,0,manuscripts,,1934-04-19,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 22,Frances Perkins Papers,,,,,Section 24 of the Immigration Act,Section 24 of the Immigration Act,,,,,,"April 19, 1934",eng,,,,,,,,,,"Shaw, John Arthur",,,,,,,,,,,,,,"Section 24 Doc in Shaw, John Arthur folder",,,,original filename: perkins_090074136.jpg,original filename: 090074137.jpg,original filename: 090074138.jpg,original filename: 090074139.jpg,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,402,0,manuscripts,,1911,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121,Frances Perkins Papers,,,,,Notes on Industrial Disease,Notes on Industrial Disease,,,,,,1911?,eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Frances Perkins notes on industrial disease (3 pages),,,,original filename: perkins_090074133.jpg,original filename: 090074134.jpg,original filename: 090074135.jpg,,,,,,,,,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,401,0,printed ephemera,,1933,1945,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 163,Frances Perkins Papers,,,Date inferred from dates of Frances Perkins' term as Secretary of Labor.,,State of New York Department of Labor Industrial Board Letterhead,State of New York Department of Labor Industrial Board Letterhead,,,,,,Between 1933 and 1945,eng,,,,,,,,,,New York (State) Department of Labor,,,,,,,,,,,,,,NY Dept. of Labor; Letterhead blank,,,,original filename: perkins_090074132.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,400,0,manuscripts,,1910-04-15,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121,Frances Perkins Papers,New York,,,,"Study of Malnutrition in 107 Children from Public School 51. Cover letter, pages 1-4",Study of Malnutrition in 107 Children from Public School 51,"Cover letter, pages 1-4",,,,,"April 15, 1910",eng,"Perkins, Frances, 1880-1965",,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Excerpt of Frances Perkins' Masters Thesis submitted to the Department of Political Science at Columbia University,,,,original filename: perkins_090074127.jpg,original filename: 090074128.jpg,original filename: 090074129.jpg,original filename: 090074130.jpg,original filename: 090074131.jpg,,,,,,"Gift of Susanna Perkins Coggeshall, 1973","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,
1,399,0,manuscripts,,1939,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 51,Frances Perkins Papers,,,,,I thought I ought to give my life to the poor. First page,I thought I ought to give my life to the poor,First page,,,,,circa 1939,eng,"Perkins, Frances, 1880-1965",,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"Frances Perkins' notes on life ambitions, written on note paper with the heading Department of Labor.",,,,original filename: perkins_090074126.jpg,,,,,,,,,,Gift of Frances Perkins,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/with-president-roosevelt,,
1,398,0,manuscripts,,1932-10-13,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 122,Frances Perkins Papers,,,,,Thank you for the years of grace dear soul,Thank you for the years of grace dear soul,,,,,,"October 13, 1932",eng,"Wilson, Paul Caldwell","Perkins, Frances, 1880-1965",,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,"Frances Perkins' poem written for her husband, Paul Wilson",,,,original filename: perkins_090074123.jpg,original filename: 090074124.jpg,original filename: 090074125.jpg,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1988",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/paul-wilson,,
1,397,0,pamphlets,,1909-10,1911-01,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 140,Frances Perkins Papers,,,,,Registration Book of Miss F. Perkins. ,Registration Book of Miss F. Perkins,,,,,,October 1909 - January 1911,eng,"Perkins, Frances, 1882-1965",Columbia University. Faculty of Political Science,,,,,,,,Columbia University,"Perkins, Frances, 1882-1965",Columbia University. Faculty of Political Science,,,,,,,,,,,,Frances Perkins' Columbia registration book,,,,original filename: perkins_090074119.jpg,original filename: 090074120.jpg,original filename: 090074121.jpg,original filename: 090074122.jpg,,,,,,,"Gift of Susanna Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/columbia,,
1,396,0,manuscripts,,1911,1965,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 121,Frances Perkins Papers,,,,,Accident prevention. Notes,Accident prevention,Notes,,,,,Between 1911 and 1965,eng,"Perkins, Frances, 1880-1965",,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Frances Perkins notes on accident prevention,,,,original filename: perkins_090074118.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1970","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/consumers--league,,
