relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note_filename,digitalOrigin,extent,form,form_authority,item - public,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title,identifier_title,partName,title2,title2_type
,,,,,,,,,,,1868,,,1868,Fifth Edition.,0,CLIO_1848540,4902,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4902,,NNC-RB,marcorg,,,,GBF116.600.JPG,reformatted digital,,books,,1,Boston,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of George A. Plimpton,Crosby and Ainsworth; New York,Oliver S. Felt,eng,,,,,,,,,,,,,,,,,,"Theory and Art of Penmanship: a Manual for Teachers, Containing a Full Statement of Payson, Dunton, and Scribner's Celebrated Method of Teaching; Including Class-Drill, Writing in Concert, Criticism and Correction of Errors, Hints Towards Awakening Interest, Etc. : Together with a Complete Analysis and Synthesis of Script Letters, as Developed in Their Series of Writing-Books",,Cover,,
,,,,,,,,,,,1869,,,1869,,0,,4903,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4903,,NNC-RB,marcorg,,,,GBF117.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,The Religious Tract Society,,eng,,,,,,,,,,,,,,,,,,"Child's Companion and Juvenile Instructor, 1869",,Cover,,
Park Benjamin Collection,"Greenleaf, Lawrence N. (Lawrence Nichols)",,,,,,,,,,1868,,,1868,,0,CLIO_6174159,4901,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4901,,NNC-RB,marcorg,,,,GBF115.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Hurd and Houghton,,eng,,,,,,,,,,,,,,,,,,"King Sham, and Other Atrocities in Verse; Including a Humorous History of the Pike's Peak Excitement",,Cover,,
,"Taylor, Bayard, 1825-1878",,,,,,,,,,1868,,,1868,,0,CLIO_5572783,4900,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4900,,NNC-RB,marcorg,,,,GBF114.600.JPG,reformatted digital,,books,,1,Philadelphia,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,From the Library of Edmund Clarence Stedman,J. B. Lippincott & Co.; Privately Printed,,eng,,,,,,,,,,,,,,,,,,"Golden Wedding; Joseph Taylor, Rebecca W. Taylor, October 15, 1868",,Cover,,
Park Benjamin Collection,Daughter of New York,,,,,,,,,,1866,,,1866,,0,CLIO_6180942,4899,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4899,,NNC-RB,marcorg,,,,GBF113.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Carleton, Publisher",,eng,,,,,,,,,,,,,,,,,,City's Heart ; By a Daughter of New York,,Cover,,
,"Spayth, Henry, 1825-",,,,,,,,,,1866,,,1866,,0,CLIO_696596,4898,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4898,,NNC-RB,marcorg,,,,GBF111.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Marion G. Davis in memory of Royal S. Davis,Dick & Fitzgerald,,eng,,,,,,,,,,,,,,,,,,Draughts or Checkers for Beginners,,Cover,,
,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,1863,,,1863,,0,CLIO_6159331,4896,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4896,,NNC-RB,marcorg,,,,GBF109.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. E. Tilton & Co.,,eng,,,,,,,,,,,,,,,,,,Drummer Boy: A Story of Burnside's Expedition,,Cover,,
Park Benjamin Collection,"Halpine, Charles G. (Charles Graham), 1829-1868",,,,,,,,,,1864,,,1864,,0,CLIO_6173924,4897,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4897,,NNC-RB,marcorg,,,,GBF110.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Carleton, Publisher",,eng,,,,,,,,,,,,,,,,,,"Life and Adventures, Songs, Services, and Speeches of Private Miles O'Reilly: (47th Regiment, New York Volunteers) ""The Post of Honor Is the Private's Station""; With Comic Illustrations by Mullen; From the Authentic Records of the New York Herald",,Cover,,
,"Carleton, William, 1794-1869",,,,,,,,,,1860,,,1860,,0,CLIO_7415490,4895,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4895,,NNC-RB,marcorg,,,,GBF108.600.JPG,reformatted digital,,books,,1,Dublin,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,James Duffy,,eng,,,,,,,,,,,,,,,,,,"Evil Eye; or, The Black Spectre: A Romance; Illustrated with Thirteen Engravings on Wood, from Drawings by Edmund Fitzpatrick, Esq",,Cover,,
,"Kirby, Elizabeth, 1823-1873",,,,,"Leighton, John, 1822-1912",,,,,1856,,,1856,,0,,4894,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4894,,NNC-RB,marcorg,,,Stamp cut by John Leighton (1822-1912),GBF106.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Grant and Griffith,,eng,,,,,,,,,,,,,,,,,,"Talking Bird; or, The Little Girl Who Knew What Was Going to Happen",,Cover,,
Park Benjamin Collection,"Derby, George Horatio, 1823-1861",,,,,,,,,,1856,,,1856,Seventh Edition.,0,CLIO_6181322,4893,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4893,,NNC-RB,marcorg,,,,GBF105.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,A. Appleton and Company,,eng,,,,,,,,,,,,,,,,,,"Phœnixiana; or, Sketches and Burlesques",,Cover,,
Park Benjamin Collection,"Saunders, Frederick, 1807-1902",,,,,,,,,,1856,,,1856,,0,CLIO_563414,4892,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4892,,NNC-RB,marcorg,,,,GBF104.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,De Witt & Davenport,Richard Bentley,eng,,,,,,,,,,,,,,,,,,Salad for the Social,,Cover,,
Park Benjamin Collection,"Parton, James, 1822-1891",,,,,,,,,,1855,,,1855,,0,CLIO_1532456,4891,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4891,,NNC-RB,marcorg,,,,GBF103.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Mason Brothers,,eng,,,,,,,,,,,,,,,,,,"Life of Horace Greeley, Editor of the New York Tribune",,Cover,,
Park Benjamin Collection,"Robinson, Solon, 1803-1880",,,,,,,,,,1854,,,1854,,0,CLIO_6182273,4890,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4890,,NNC-RB,marcorg,,,,GBF102.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,De Witt and Davenport,,eng,,,,,,,,,,,,,,,,,,"Hot Corn: Life Scenes in New York Illustrated: Including, The Story of Little Katy, Madalina, the Rag-Picker's Daughter, Wild Maggie, &c",,Cover,,
,"Speckter, Otto, 1807-1871",,,,,Lossing,,,,,1853,,,1853,,0,,4889,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4889,,NNC-RB,marcorg,,,Illustrated with Twelve Original Designs by Otto Speckter; Engraved by Lossing,GBF101.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,D. Appleton & Company,,eng,,,,,,,,,,,,,,,,,,"Puss in Boots, and the Marquis of Carabas:  A Pure Translation from the Original German",,Cover,,
,"James, G. P. R. (George Payne Rainsford), 1801?-1860",,,,,"Field, Maunsell B. (Maunsell Bradhurst), 1822-1875",,,,,1852,,,1852,,0,CLIO_441303,4887,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4887,,NNC-RB,marcorg,,,,GBF099.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,D. Appleton & Company,,eng,,,,,,,,,,,,,,,,,,Adrian; or the Clouds of the Mind: a Romance,,Cover,,
,"Bailey, Philip James, 1816-1902",,,,,,,,,,1852,,,1852,,0,CLIO_673286,4888,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4888,,NNC-RB,marcorg,,,,GBF100.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Carl and Mary E. Woodring,William Pickering,,eng,,,,,,,,,,,,,,,,,,"Festus: A Poem, Fifth Edition",,Cover,,
,"Phelps, Elizabeth Stuart, 1844-1911",,,,,,,,,,1852,,,1852,,0,CLIO_6158263,4886,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4886,,NNC-RB,marcorg,,,,GBF098.600.JPG,reformatted digital,,books,,1,Andover,,,Boston,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Warren F. Draper,J. P. Jewett and Co.,eng,,,,,,,,,,,,,,,,,,"Angel over the Right Shoulder, or the Beginning of a New Year",,Cover,,
,"Mayhew, Henry, 1812-1887",,,,,"Mayhew, Augustus, 1826-1875",,,,,1847,,,1847,,0,CLIO_1528688,4885,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4885,,NNC-RB,marcorg,,,,GBF097.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Christopher Coover,David Bogue,,eng,,,,,,,,,,,,,,,,,,Good Genius That Turned Everything into Gold: The Queen Bee and the Magic Dress: a Christmas Fairy Tale; By the Brothers Mayhew; with Illustrations by George Cruikshank,,Cover,,
,"Sidney, Samuel, 1813-1883",,,,,,,,,,1846,,,1846,,0,CLIO_5551059,4884,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4884,,NNC-RB,marcorg,B625.1 Si13,,,GBF096.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Edmonds; and Vacher,,eng,,,,,,,,,,,,,,,,,,"Gauge evidence: The history and prospects of the railway system, illustrated by the evidence given before the Gauge commission",,Cover,,
,"Rowfant Club (Cleveland, Ohio)",,,,,,,,,,1896,,,1896,,0,CLIO_6167172,4883,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4883,,NNC-RB,marcorg,,,Number 55 of 176 numbered copies.,GBF095.600.JPG,reformatted digital,,books,,1,Cleveland,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,The Rowfant Club,,eng,,,,,,,,,,,,,,,,,,"Code of Regulations of the Rowfant Club: Names of Members, Fellowes, Officers, and the Personnel of the Committee",,Cover,,
,University of Edinburgh. Union,,,,,,,,,,1886,,,1886,,0,CLIO_6056892,4881,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4881,,NNC-RB,marcorg,,,,GBF093.600.JPG,reformatted digital,,books,,1,Edinburgh,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Imprinted at the University Press by T. & A. Constable, Printers to Her Majesty the Queen",,eng,,,,,,,,,,,,,,,,,,"New Amphion: Being the Book of the Edinburgh University Union Fancy Fair, in Which Are Contained Sundry Artistick, Instructive, and Diverting Matters, All Now Made Publick for the First Time",,Cover,,
,"Camp, Walter, 1859-1925",,,,,,,,,,1891,,,1891,,0,,4882,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4882,,NNC-RB,marcorg,,,Harper Library,GBF094.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,American Football,,Cover,,
,"Woolner, Thomas, 1825-1892",,,,,,,,,,1864,,,1864,Second Edition.,0,CLIO_219906,4880,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4880,,NNC-RB,marcorg,,,,GBF092.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,Macmillan and Co.,,eng,,,,,,,,,,,,,,,,,,My Beautiful Lady,,Cover,,
,"Doyle, James E. (James Edmund), 1822-1892",,,,,"Leighton, John, 1822-1912",,,,,1864,,,1864,,0,CLIO_1803507,4879,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4879,,NNC-RB,marcorg,,,Stamp cut by John Leighton (1822-1912),GBF091.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,"Jeanne d'Arc, Griscom Collection","Longman, Green, Longman, Roberts, & Green",,eng,,,,,,,,,,,,,,,,,,"Chronicle of England, B.C. 55-A.D. 1485, Written and Illustrated by James E. Doyle; the Designs Engraved and Printed in Colours by Edmund Evans",,Cover,,
,"Safford, William H. (William Harrison), 1821-1903",,,,,,,,,,1850,,,1850,,0,CLIO_1194356,4877,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4877,,NNC-RB,marcorg,,,,GBF089.600.JPG,reformatted digital,,books,,1,Chillicothe,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Philip Querido,"Ely, Allen & Looker",,eng,,,,,,,,,,,,,,,,,,Life of Harman Blennerhassett: Comprising an Authentic Narrative of the Burr Expedition: and Containing Many Additional Facts Not Heretofore Published,,Cover,,
,"Valentine, D. T. (David Thomas), 1801-1869",,,,,,,,,,1863,,,1863,,0,,4878,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4878,,NNC-RB,marcorg,,,,GBF090.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Elliott M. Sanger,D. T. Valentine,,eng,,,,,,,,,,,,,,,,,,"Manual of the Corporation of the City of New York, 1863",,Cover,,
,,,,,,,,,,,1880,1889,approximate,188-,,0,,4876,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4876,,NNC-RB,marcorg,,,,GBF088.600.JPG,reformatted digital,,books,,1,London,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Frederick Warne and Co.,"Scribner, Welford and Co.",eng,,,,,,,,,,,,,,,,,,"Aunt Louisa's Birthday Gift: Comprising Country Pets ; Pussy's London Life ; Frisky, the Squirrel ; Hector, the Dog ; With Twenty-Four Pages of Illustrations, Printed in Colours by Kronheim",,Cover,,
,S. S. S. (Sophia S. Simpson),,,,,,,,,,1859,,,1859,,0,CLIO_1011284,4875,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4875,,NNC-RB,marcorg,,,,GBF087.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Otis Clapp,,eng,,,,,,,,,,,,,,,,,,"Two Hundred Years Ago; or, A Brief History of Cambridgeport and East Cambridge, with Notices of Some of the Early Settlers. A Christmas and Birthday Gift for Young Persons",,Cover,,
Park Benjamin Collection,"Harsha, D. A. (David Addison), 1827-1895",,,,,,,,,,1856,,,1856,,0,CLIO_6174425,4874,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4874,,NNC-RB,marcorg,,,,GBF086.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,H. Dayton,,eng,,,,,,,,,,,,,,,,,,Heavenly Token: a Gift Book for Christians,,Cover,,
Park Benjamin Collection,"Waterman, Catharine H. (Catharine Harbeson), 1812-",,,,,,,,,,1856,,,1856,,0,CLIO_6181424,4873,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4873,,NNC-RB,marcorg,,,,GBF085.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Phillips, Sampson & Company",,eng,,,,,,,,,,,,,,,,,,"Flora's Lexicon: An Interpretation of the Language and Sentiment of Flowers: With an Outline of Botany, and a Poetical Introduction",,Cover,,
Park Benjamin Collection,"Harris, Thomas Lake, 1823-1906",,,,,,,,,,1854,,,1854,,0,CLIO_5551470,4872,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4872,,NNC-RB,marcorg,,,,GBF084.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Partridge and Brittan,,eng,,,,,,,,,,,,,,,,,,Lyric of the Morning Land,,Cover,,
,,,,,,,,,,,1854,,,1854,,0,CLIO_5544152,4871,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4871,,NNC-RB,marcorg,,,,GBF083.600.JPG,reformatted digital,Volume 12,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Edward Walker,,eng,,,,,,,,,,,,,,,,,,"Odd-Fellows' Offering, for 1854. Contributed Chiefly by Members of the Order. With Elegant Illustrations",,Cover,,
,"Uncle Thomas, pseudonym",,,,,,,,,,1851,,,1851,,0,CLIO_5544031,4870,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4870,,NNC-RB,marcorg,,,,GBF082.600.JPG,reformatted digital,,books,,1,Philadelphia,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,E. H. Butler & Co.,,eng,,,,,,,,,,,,,,,,,,"Christmas Blossoms, and New Year's Wreath, for MDCCCLI",,Cover,,
,,,,,,,,,,,1850,1859,questionable,185-?,,0,CLIO_5542994,4868,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4868,,NNC-RB,marcorg,,,,GBF080.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,"Phillips, Sampson & Company",,eng,,,,,,,,,,,,,,,,,,"Lady's Gift; or, Souvenir of Friendship",,Cover,,
,"Friends of Freedom (Boston, Mass.)",,,,,,,,,,1851,,,1851,,0,CLIO_5558966,4869,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4869,,NNC-RB,marcorg,,,,GBF081.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,National Anti-Slavery Bazaar,,eng,,,,,,,,,,,,,,,,,,Liberty Bell,,Cover,,
,,,,,,,,,,,1850,1859,questionable,185-?,,0,CLIO_5542994,4867,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4867,,NNC-RB,marcorg,,,,GBF079.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Phillips, Sampson & Company",,eng,,,,,,,,,,,,,,,,,,"Ladies' Gift; or, Souvenir of Friendship",,Cover,,
,"Mayo, Sarah C. Edgarton (Sarah Carter Edgarton), 1819-1848",,,,,,,,,,1850,,,1850,,0,CLIO_5542625,4866,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4866,,NNC-RB,marcorg,,,,GBF078.600.JPG,reformatted digital,,books,,1,Lowell,,,"Rochester, N.Y.",,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Joshua Merrill,G. W. Fisher,eng,,,,,,,,,,,,,,,,,,Flower Vase; Containing the Language of Flowers and Their Poetic Sentiments,,Cover,,
,,,,,,,,,,,1850,,,1850,,0,CLIO_5544105,4865,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4865,,NNC-RB,marcorg,,,,GBF077.600.JPG,reformatted digital,,books,,1,Philadelphia,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Henry F. Anners,,eng,,,,,,,,,,,,,,,,,,"Hyacinth: Or, Affection's Gift: A Christmas, New Year, and Birth-Day Present, for 1850",,Cover,,
,,,,,,,,,,,1850,,,1850,,0,CLIO_5573935,4864,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4864,,NNC-RB,marcorg,,,,GBF076.600.JPG,reformatted digital,,books,,1,New York,,,Boston,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,C. S. Francis & Co,Joseph H. Francis,eng,,,,,,,,,,,,,,,,,,Every Day Book; Containing Biographical Sketches; Personal Adventures; Incidents of Travel; Sketches in Natural History; Useful Information in Science; Poetical Selections; and Other Subjects Fitted to Interest and Enrich the Mind,,Cover,,
,"Arthur, T. S. (Timothy Shay), 1809-1885",,,,,,,,,,1849,,,1849,,0,CLIO_5544189,4862,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4862,,NNC-RB,marcorg,,,,GBF074.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Nafis & Cornish,,eng,,,,,,,,,,,,,,,,,,Sons of Temperance Offering: for 1850,,Cover,,
,"Hughs, Mrs. (Mary)",,,,,,,,,,1850,,,1850,,0,CLIO_5542508,4863,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4863,,NNC-RB,marcorg,,,,GBF075.600.JPG,reformatted digital,,books,,1,Philadelphia,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Lindsay and Blakiston,,eng,,,,,,,,,,,,,,,,,,Buds and Blossoms for the Young,,Cover,,
,"Carter, Sarah C.",,,,,,,,,,1852,,,1852,,0,CLIO_5543313,4861,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4861,,NNC-RB,marcorg,,,,GBF073.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. Buffum,,eng,,,,,,,,,,,,,,,,,,Offering,,Cover,,
,"Elizabeth, Anna, pseudonym",,,,,,,,,,1851,,,1851,,0,CLIO_5543667,4860,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4860,,NNC-RB,marcorg,,,,GBF072.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,G. W. Cottrell,,eng,,,,,,,,,,,,,,,,,,Vase of Flowers,,Cover,,
