relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,name 3,nameType 3,nameRelator 3,name_authority 3,name_authority_identifier 3,name 4,nameType 4,nameRelator 4,name_authority 4,name_authority_identifier 4,name 5,nameType 5,nameRelator 5,name-authority 5,name_authority_identifier 5,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title1,identifier_title,partName,title2,title2_type
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Finden, W. (William), 1787-1852",personal,aut,naf,http://id.loc.gov/authorities/names/no90001823,,,,,,,,,,,,,,,,,,,,,1837,,,1837,,0,1,CLIO_1987597,omeka_4843,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_1_11,,NNC-RB,marcorg,,,,,GBF055.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,Charles Tilt,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Finden's Gallery of the Graces: A Series of Portrait Illustrations of British Poets; from Paintings Designed Expressly for This Work by the Most Eminent British Artists,judgingbookcover_fgg_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1845,,,1845,,0,1,,omeka_4844,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_1_11,,NNC-RB,marcorg,,,,,GBF056.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harvey and Darton,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Curiosities and wonders,fast,http://id.worldcat.org/fast/885285,,,,,,,,,,,,,,,,,,,,Glimpses of the Wonderful: Christmas Annual,judgingbookcover_gwc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Herbert, Henry William, 1807-1858",personal,aut,naf,http://id.loc.gov/authorities/names/n50068733,,,,,,,,,,,,,,,,,,,,,1835,,,1835,,0,1,,omeka_4842,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_1_11,,NNC-RB,marcorg,,,,,GBF054.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Monson Bancroft,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Magnolias,fast,http://id.worldcat.org/fast/1005938,,,,,,,,,,,,,,,,,,,,Magnolia. 1836,judgingbookcover_mag_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Hall, S. C., Mrs., 1800-1881",personal,edt,naf,http://id.loc.gov/authorities/names/n79055316,,,,,,,,,,,,,,,,,,,,,1849,,questionable,1849?,,0,1,CLIO_5542581,omeka_4841,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_1_11,,NNC-RB,marcorg,,,,,GBF053.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of J. F. Loubat,George Virtue,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Drawing Room Table Book,judgingbookcover_drt_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Murch, Jerom, Sir, 1807-1895",personal,aut,naf,http://id.loc.gov/authorities/names/nb99095671,,,,,,,,,,,,,,,,,,,,,1877,,,1877,,0,1,CLIO_299184,omeka_4839,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,NNC-RB,marcorg,,,,,GBF051.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mrs. James L. Clifford,"Longmans, Green and Co.",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament--Classical influences,fast,http://id.worldcat.org/fast/889160,,,,,,,,,,,,,,,,,,,,,,,Mrs. Barbauld and Her Contemporaries; Sketches of Some Eminent Literary and Scientific Englishwomen,judgingbookcover_mbh_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1853,,questionable,circa 1853,,0,1,CLIO_5542515,omeka_4840,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_1_11,,NNC-RB,marcorg,,,,,GBF052.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Phillips, Sampson & Company",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Casket: A Gift Book for All Seasons,judgingbookcover_cgb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1875,,,1875,,0,1,CLIO_5559083,omeka_4838,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,NNC-RB,marcorg,,,,,GBF050.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James R. Osgood and Company,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament--Classical influences,fast,http://id.worldcat.org/fast/889160,,,,,,,,,,,,,,,,,,,,,,,Masque of Pandora: And Other Poems,judgingbookcover_mpo_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Wallace, Lew, 1827-1905",personal,aut,naf,http://id.loc.gov/authorities/names/n80120828,,,,,,,,,,,,,,,,,,,,,1873,,,1873,,0,1,CLIO_5573906,omeka_4837,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,NNC-RB,marcorg,,,,,GBF049.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James R. Osgood and Company,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament--Classical influences,fast,http://id.worldcat.org/fast/889160,Owls,fast,http://id.worldcat.org/fast/1049507,,,,,,,,,,,,,,,,,,,The ,"Fair God; or, The Last of the 'Tzins: A Tale of the Conquest of Mexico",judgingbookcover_fgl_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Swinburne, Algernon Charles, 1837-1909",personal,aut,naf,http://id.loc.gov/authorities/names/n79047585,,personal,,,,,,,,,,,,,,,,,,,1866,,,1866,,0,1,CLIO_490425,omeka_4836,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,NNC-RB,marcorg,,,,,GBF048.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,Ticknor and Fields,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament--Classical influences,fast,http://id.worldcat.org/fast/889160,"Urns, Greek",fast,http://id.worldcat.org/fast/1163000,,,,,,,,,,,,,,,,,,,,Atalanta in Calydon: A Tragedy,judgingbookcover_act_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",personal,aut,naf,http://id.loc.gov/authorities/names/n50035295,,,,,,,,,,,,,,,,,,,,,1851,,,1851,,0,1,CLIO_28007905,omeka_4835,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,NNC-RB,marcorg,,,,,GBF047.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,G. P. Putnam,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament--Classical influences,fast,http://id.worldcat.org/fast/889160,"Urns, Greek",fast,http://id.worldcat.org/fast/1163000,,,,,,,,,,,,,,,,,,,,Poems,judgingbookcover_poa_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Kip, William Ingraham, 1811-1893",personal,aut,naf,http://id.loc.gov/authorities/names/n85203518,,,,,,,,,,,,,,,,,,,,,1846,,,1846,,0,1,CLIO_1877501,omeka_4834,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,NNC-RB,marcorg,,,,,GBF046.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,Philadelphia (Pa.),naf,http://id.loc.gov/authorities/names/n78095520,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,D. Appleton & Co.,G. S. Appleton,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament--Classical influences,fast,http://id.worldcat.org/fast/889160,,,,,,,,,,,,,,,,,,,,,,The ,Christmas Holydays in Rome,judgingbookcover_chy_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"La Fontaine, Jean de, 1621-1695",personal,aut,naf,http://id.loc.gov/authorities/names/n79081923,"Grandville, J. J., 1803-1847",personal,ill,naf,http://id.loc.gov/authorities/names/n50037075,"Wright, Elizur, 1804-1885",personal,trl,naf,http://id.loc.gov/authorities/names/n88291547,,,,,,,,,,,1841,,,1841,,0,1,CLIO_6204122,omeka_4833,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,NNC-RB,marcorg,,,,Volume Two,GBF045.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Elizur Wright , Jr. and Tappan and Dennet",William A. Colman,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament--Classical influences,fast,http://id.worldcat.org/fast/889160,"Urns, Greek",fast,http://id.worldcat.org/fast/1163000,,,,,,,,,,,,,,,,,,,,Fables of La Fontaine,judgingbookcover_ffo_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Wood, Henry, Mrs., 1814-1887",personal,aut,naf,http://id.loc.gov/authorities/names/n50064043,,,,,,,,,,,,,,,,,,,,,1863,,,1863,,0,1,CLIO_7516203,omeka_4832,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_9_13,,NNC-RB,marcorg,,,,Three Volumes,GBF044.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,Richard Bentley,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Shadow of Ashlydyat,judgingbookcover_sha_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",personal,aut,naf,http://id.loc.gov/authorities/names/n50035295,,,,,,,,,,,,,,,,,,,,,1855,,,1855,,0,1,CLIO_5018454,omeka_4830,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_9_13,,NNC-RB,marcorg,,,,,GBF042.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,D. Appleton and Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,"Faggots for the Fireside: or, Fact and Fancy; By Peter Parley",judgingbookcover_fff_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Scott, Walter, 1771-1832",personal,aut,naf,http://id.loc.gov/authorities/names/n78095541,"Foster, Myles Birket, 1825-1899",personal,ill,naf,http://id.loc.gov/authorities/names/n85368782,"Gilbert, John, 1817-1897",personal,ill,naf,http://id.loc.gov/authorities/names/n79067866,,,,,,,,,,,1854,,,1854,,0,1,CLIO_2547272,omeka_4831,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_9_13,,NNC-RB,marcorg,,,,,GBF043.600.JPG,reformatted digital,,books,aat,Edinburgh (Scotland),naf,http://id.loc.gov/authorities/names/n79053770,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,Adam and Charles Black,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Lay of the Last Minstrel: Illustrated by One Hundred Engravings on Wood from Drawings by Birket Foster and John Gilbert,judgingbookcover_llm_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Hunt, Leigh, 1784-1859",personal,aut,naf,http://id.loc.gov/authorities/names/n80032721,,,,,,,,,,,,,,,,,,,,,1855,,,1855,,0,1,CLIO_442090,omeka_4829,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_9_13,,NNC-RB,marcorg,,,,,GBF041.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,Geo. Routledge & Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Stories in Verse,judgingbookcover_stv_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Sigourney, L. H. (Lydia Howard), 1791-1865",personal,aut,naf,http://id.loc.gov/authorities/names/n80010427,,,,,,,,,,,,,,,,,,,,,1854,,,1854,,0,1,CLIO_2403822,omeka_4828,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_9_13,,NNC-RB,marcorg,,,,,GBF040.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,D. Appleton & Co.,J. P. Jewett & Co.,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Past Meridian,judgingbookcover_pam_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Norton, Caroline Sheridan, 1808-1877",personal,aut,naf,http://id.loc.gov/authorities/names/n50081515,"Feely, John",personal,ctb,naf,http://id.loc.gov/authorities/names/n92800955,,,,,,,,,,,,,,,,1853,,,1853,,0,1,CLIO_167106,omeka_4827,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,Stamp cut by John Feely.,,GBF039.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of the Estate of Del Harwood,Leavitt & Allen,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,"Poems of the Hon. Mrs. Norton, with a Notice of the Author by Rufus W. Griswold",judgingbookcover_pmn_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Cheever, George Barrell, 1807-1890",personal,aut,naf,http://id.loc.gov/authorities/names/n50036245,,,,,,,,,,,,,,,,,,,,,1852,,,1852,,0,1,CLIO_343844,omeka_4826,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,,,GBF038.600.JPG,reformatted digital,,books,aat,Hartford (Conn.),naf,http://id.loc.gov/authorities/names/n80006269,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mrs. W. H. H. Cranmer,Silas Andrus and Son,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,"Poets of America, with Occasional Notes",judgingbookcover_pao_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Hawthorne, Nathaniel, 1804-1864",personal,aut,naf,http://id.loc.gov/authorities/names/n79007728,,,,,,,,,,,,,,,,,,,,,1851,,,1851,New Edition.,0,1,CLIO_5552534,omeka_4824,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,,Volume Two,GBF036.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,"Ticknor, Reed, and Fields",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Twice-Told Tales,judgingbookcover_ttt_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Runnells, E. (Eliza)",personal,aut,naf,http://id.loc.gov/authorities/names/n86812694,,,,,,,,,,,,,,,,,,,,,1852,,,1852,,0,1,CLIO_6175313,omeka_4825,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,,,GBF037.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Published for the Authoress,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Wreath of Love,judgingbookcover_wol_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Headley, J. T., 1813-1897",personal,aut,naf,http://id.loc.gov/authorities/names/n50028285,,,,,,,,,,,,,,,,,,,,,1850,,,1850,,0,1,CLIO_6174236,omeka_4823,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,,,GBF035.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,John S. Taylor,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Sacred Scenes and Characters,judgingbookcover_ssc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Fields, James Thomas, 1817-1881",personal,aut,naf,http://id.loc.gov/authorities/names/n50023388,,,,,,,,,,,,,,,,,,,,,1849,,,1849,,0,1,CLIO_490635,omeka_4822,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,,,GBF034.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,William D. Ticknor & Company,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Poems,judgingbookcover_pob_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Arthur, T. S. (Timothy Shay), 1809-1885",personal,aut,naf,http://id.loc.gov/authorities/names/n50001885,,,,,,,,,,,,,,,,,,,,,1848,,,1848,,0,1,CLIO_6174543,omeka_4821,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,,,GBF033.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,N. C. Barton,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,Advice to Young Men on Their Duties and Conduct in Life,judgingbookcover_aym_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Howitt, Mary Botham, 1799-1888",personal,aut,naf,http://id.loc.gov/authorities/names/n50029222,,,,,,,,,,,,,,,,,,,,,1865,,,1865,,0,1,CLIO_6150584,omeka_4819,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,NNC-RB,marcorg,,,,,GBF031.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James Miller,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,"Peter Drake's Dream, and Other Stories",judgingbookcover_pdd_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Rathbone, Hannah Mary, 1798-1878",personal,aut,naf,http://id.loc.gov/authorities/names/no2003041115,,,,,,,,,,,,,,,,,,,,,1845,,,1845,,0,1,CLIO_1256722,omeka_4820,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,NNC-RB,marcorg,,,,,GBF032.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Marjorie Boyer,Wiley and Putnam,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,"So Much of the Diary of Lady Willoughby, as Relates to Her Domestic History, and to the Eventful Period of the Reign of Charles the First",judgingbookcover_smd_001,Cover,,
