item - itemId,item in context,item - public,item - featured,item - MODS - PhysicalDescription 1,item - MODS - PhysicalDescription 2,item - MODS - FormGenre,item - MODS - Notes,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Collection,item - MODS - ShelfLocation,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Publisher,item - DublinCore - Identifier,item - DublinCore - Description,item - DublinCore - Contributor,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - OriginalFileLoadedIntoOmeka 11,item - OriginalFileLoadedIntoOmeka 12,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - SpatialCoverage,item - OmekaCollection,project URL,item - ItemType,item - ItemType - text
76,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-1,1,0,"2 pages, cover",2 images,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1583,,London (England),,Plimpton,Plimpton 529.3 1583,"Writing Tables with a Kalender for xxiiii. yeeres, with sundry necessarye rules. Cover, last page, endleaf","Writing Tables with a Kalender for xxiiii. yeeres, with sundry necessarye rules","Cover, last page, endleaf",,,,,,,eng,1583,Penmanship,,Franke Adams,CLIO_6766017,,,original filename: plmptn_065_001.jpg,original filename: plmptn_065_002.jpg,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
77,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-4,1,0,1 page,1 image,books,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1500,1505,Augsburg (Germany),,Incunabula,Goff D341,Ars Minor. Title page,Ars Minor,Title page,,,,,"Donatus, Aelius",,lat,circa 1502,Latin language--Grammar,,Johann SchönsperGerman,CLIO_1637767,,,original filename: plmptn_020_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
78,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,1,0,1 page,1 image,books,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1800,1899,London (England),,Plimpton,Plimpton 364 1698 N42,"New Dictionary of the Terms Ancient and Modern of the Canting Crew in its several tribes, of gypsies, beggars, thieves, cheats, &c. Title page","New Dictionary of the Terms Ancient and Modern of the Canting Crew in its several tribes, of gypsies, beggars, thieves, cheats, &c",Title page,,,,,B. E.,,eng,"Bookseller’s notes indicate 19th century reprint, in boards, with paper label dated 1690",English language--Slang,,"Printed for W. Hawes, P. Gilbourne, and W. Davis",CLIO_6196507,,,original filename: plmptn_055_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
79,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-5,1,0,pages [137]-138,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1520,1525,Italy,,Plimpton,Plimpton MS 211,Summa Arismetice. Page 137 verso - page 138 recto,Summa Arismetice,Page 137 verso - page 138 recto,,,,,Stefano Di Battista Degli Stefani Of Mercatello,,lat,circa 1522,Business mathematics,,,,,,original filename: plmptn_043_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
80,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1600,1699,Germany,,Plimpton,Plimpton MS 217,Description of and Instructions for the Operation of an Astronomical Clock with an Armillary Sphere. 1 unnumbered fold-out page,Description of and Instructions for the Operation of an Astronomical Clock with an Armillary Sphere,1 unnumbered fold-out page,Instructions for operating an astronomical clock with an armillary sphere. 1 unnumbered fold-out page,Instructions for operating an astronomical clock with an armillary sphere,1 unnumbered fold-out page,alternative,,,eng,17th century,Astronomical clocks,,,,,,original filename: plmptn_085_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
81,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-3,1,0,pages [44]-45,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1475,1499,Italy,,Plimpton,Plimpton MS 115,De Verborum Copia. Page 44 verso - page 45 recto,De Verborum Copia,Page 44 verso - page 45 recto,,,,,Pseudo-Seneca,,lat,Third quarter of the 15th century,Rhetoric,,,,,,original filename: plmptn_022_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
82,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1638,,Cambridge (England),,Plimpton,Plimpton 470 1638 L62 (STC 15630.1),Short Introduction of Grammar Generally to be used: Compiled and set forth for the bringing up of all those that intend to attain to the knowledge of the Latine tongue. 1 unnumbered page,Short Introduction of Grammar Generally to be used: Compiled and set forth for the bringing up of all those that intend to attain to the knowledge of the Latine tongue,1 unnumbered page,,,,,"Lily, William, 1468?-1522",,eng,1638,Latin language--Grammar,,Printed by Thomas Buck and RoGerman Daniel,,,,original filename: plmptn_048_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
84,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1890,1899,,,Plimpton Family Papers,,Speech at Wellesley Club. Front,Speech at Wellesley Club,Front,,,,,"Plimpton, Francis T. P. (Francis Taylor Pearsons), 1900-1983",Wellesley College Alumnae Association,eng,circa 1890s,Women--Education,,,,,,original filename: plmptn_101_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
85,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-5,1,0,1 page,1 image,photographs,"Plimpton Family, photos, extended family",,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1991-09-06,,,,Plimpton Family Papers,,Ruth and Calvin Plimpton 50th wedding anniversary,Ruth and Calvin Plimpton 50th wedding anniversary,,,,,,"Plimpton, Ruth Talbot, 1916-","Plimpton, Calvin Hastings, 1918-2007",eng,"Sept. 6, 1991",Plimpton family,,,,,,original filename: plmptn_159_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
86,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/reich/page-2,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1504,,Strasbourg (France),,Plimpton,Plimpton 080.7 1504 R27,"Aepitoma Omnis Phylosophiae, Alias, Margarita Phylosophica. 1 unnumbered page verso","Aepitoma Omnis Phylosophiae, Alias, Margarita Phylosophica",1 unnumbered page verso,,,,,"Reisch, Gregor, -1525",,lat,1504,Encyclopedias and dictionaries,,Per Ioanne[m] GruninGerman Ciue[m] Arge[n]tinu[m],CLIO_2428598,,,original filename: plmptn_015_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
87,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-4,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1500,1525,Germany,,Plimpton,Plimpton MS 104,Commentarius in Ciceronis pro Milone. Page 1,Commentarius in Ciceronis pro Milone,Page 1,,,,,"Cicero, Marcus Tullius",,lat,Early 16th century,"Milo, Titus Annius, -48 B.C.",,,,,,original filename: plmptn_024_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
89,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,1,0,pages 42-43,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1591,,London (England),,Plimpton,Plimpton 526.9 1591 D56 (STC 6859),Geometrical Practical Treatize Named Pantometria. Pages 42-43,Geometrical Practical Treatize Named Pantometria,Pages 42-43,,,,,"Digges, Leonard, -approximately 1559",,eng,1591,Geometry,,Printed by Abell Jeffes,,,,original filename: plmptn_083_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
90,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/primers/page-1,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1450,1499,France,,Plimpton,Plimpton MS 287,Child’s Primer. Title page,Child’s Primer,Title page,,,,,,,lat,Second half of the 15th century,Readers,,,,,,original filename: plmptn_006_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
91,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-1,1,0,4 pages,4 images,printed ephemera,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1933,,New York,,Plimpton Family Papers,,Friends of the Library of Columbia University. Front cover,Friends of the Library of Columbia University,Front cover,,,,,Friends of the Columbia Libraries,,eng,1933,Friends of the Columbia Libraries,,Columbia University,,,,original filename: plmptn_097_001.jpg,original filename: plmptn_097_002.jpg,original filename: plmptn_097_003.jpg,original filename: plmptn_097_004.jpg,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
92,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-5,1,0,1 page,1 image,correspondence,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1924-11-12,,New York,,George A. Plimpton Papers,,"Letter to George A. Plimpton, November 12, 1924. Page 1","Letter to George A. Plimpton, November 12, 1924. Page 1",,,,,,"Dewey, John, 1859-1952","Plimpton, George A. (George Arthur), 1855-1936",eng,"Nov. 12, 1924",Women--Education,,,,,,original filename: plmptn_152_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
93,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/encyclopedias/page-1,1,0,1  page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1425,1475,England,,Plimpton,Plimpton MS 263,De Proprietatibus Rerum. Page 9 recto,De Proprietatibus Rerum,Page 9 recto,,,,,"Bartholomaeus, Anglicus, active 13th century","Trevisa, John, -1402",eng,Mid 15th century,Encyclopedias and dictionaries,,,,,,original filename: plmptn_012_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
94,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-2,1,0,2 pages,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1400,1799,,,Oriental Manuscripts,Oriental MS Plimpton 306,Kitab al-Mutawassitat. 2 unknown pages,Kitab al-Mutawassitat,2 unknown pages,"Book of ""The Middle Books"". 2 unknown pages","Book of ""The Middle Books""",2 unknown pages,translated,,,ara,15th to 18th centuries,Mathematics,,,,,,original filename: plmptn_032_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
95,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-5,1,0,1 photoprint,1 image,photographs,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1937,,,,Plimpton Family Papers,,"Photo of Pauline Ames and Francis T.P. Plimpton and children, 1937","Photo of Pauline Ames and Francis T.P. Plimpton and children, 1937",,,,,,"Plimpton, Francis T. P. (Francis Taylor Pearsons), 1900-1983","Plimpton, Pauline Ames, 1901-",eng,1937,Plimpton family,,,,,,original filename: plmptn_095_001.jpg,,,,,,,,,,,,Gift of Mrs. Francis T.P. Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
96,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-1,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1900,1936,,,George A. Plimpton Papers,Old Box 37,On Collecting. 1 unnumbered page,On Collecting,1 unnumbered page,It has been my pleasure. 1 unnumbered page,It has been my pleasure,1 unnumbered page,alternative,"Plimpton, George A. (George Arthur), 1855-1936",,eng,First third of 20th century?,Book collecting,,,,,,original filename: plmptn_134_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
97,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-2,1,0,2 pages,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1557,,London (England),,Plimpton,Plimpton 376 1557 V83 (STC 24861),"Very fruteful and pleasant boke called the Instruction of a christen woman. Preliminary page verso, first page recto",Very fruteful and pleasant boke called the Instruction of a christen woman,"Preliminary page verso, first page recto",,,,,"Vives, Juan Luis, 1492-1540","Hyrde, Richard",eng,1557,Women--Education,,Henry Wykes,,,,original filename: plmptn_124_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
99,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-3,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1748,,Philadelphia (Pa.),,Plimpton,Plimpton A375 1748 F53 copy 1,"American Instructor: or, Young Man’s Best Companion. 1 unnumbered page","American Instructor: or, Young Man’s Best Companion",1 unnumbered page,Young man's best companion. 1 unnumbered page,Young man's best companion,1 unnumbered page,alternative,"Fisher, George,  accomptant",,eng,1748,Penmanship,,Printed by B. Franklin and D. Hall,,,,original filename: plmptn_070_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
100,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/primers/page-1,1,0,1 page,1 image,manuscripts,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1475,1499,England,,Plimpton,Plimpton MS 258,Abecedarium. Page 1 recto,Abecedarium,Page 1 recto,Child's primer. Page 1 recto,Child's primer,Page 1 recto,translated,,,eng,Third quarter of 15th century,Readers,,,,,,original filename: plmptn_005_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
102,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/reich/page-2,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1508,,Basilee,,Plimpton,Plimpton 080.7 1508 R27,Margarita Philosophica. Unnumbered page verso,Margarita Philosophica,Unnumbered page verso,,,,,"Reisch, Gregor, -1525",,lat,1508,Encyclopedias and dictionaries,,"[Tertio industria complicu Michaelis Furterij, et Joannis Scoti studiosiissime pressa]",CLIO_2428025,,,original filename: plmptn_029_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
103,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,1,0,1 hornbook,1 image,objects,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1600,1699,England,,Plimpton Hornbooks,Hornbook No. 1,Hornbook,Hornbook,,,,,,,,eng,17th century,,,,,,,original filename: plmptn_115_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
104,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-2,1,0,title page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1624,,London (England),,Plimpton,Plimpton 396 1624 H51 (STC 13326),"Tunaikeion, or, Nine Bookes of Various History Concerning Women. Title page","Tunaikeion, or, Nine Bookes of Various History Concerning Women",Title page,Nine Bookes of Various History Concerning Women. Title page,Nine Bookes of Various History Concerning Women,Title page,alternative,"Heywood, Thomas, approximately 1574-1641",,eng,1624,Women,,Printed by Adam Islip,,,,original filename: plmptn_131_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
105,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-1,1,0,1 page,1 image,printed ephemera,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1930-03-20,,New York,,Plimpton Family Papers,,English language exhibition. Front,English language exhibition,Front,Notice of exhibit English language. Front,Notice of exhibit English language,Front,alternative,Grolier Club,"Plimpton, George A. (George Arthur), 1855-1936",eng,"March 20, 1930",English language--History,,Grolier Club,,,,original filename: plmptn_105_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
106,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-3,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1808,,New York,,Plimpton,Plimpton A091 1808 D345,"Dean’s Recently Improved Analytical Guide, to the Art of Penmanship. 1 unnumbered page","Dean’s Recently Improved Analytical Guide, to the Art of Penmanship",1 unnumbered page,,,,,"Dean, Henry, 1788-1849",,eng,1808,Penmanship,,"Published for the Author, and sold by Hopkins & Bayard",CLIO_1834578,,,original filename: plmptn_072_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
107,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-4,1,0,cover,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1846,,Lundun,,Plimpton,Plimpton 808.8 1846,"Fonotipic instructur, or, Furst rediu buc for adults hw hav nevur ben tot tw red. Front cover","Fonotipic instructur, or, Furst rediu buc for adults hw hav nevur ben tot tw red",Front cover,Furst rediu buc for adults hw hav nevur ben tot tw red. Front cover,Furst rediu buc for adults hw hav nevur ben tot tw red,Front cover,alternative,"Ellis, Alexander John, 1814-1890",,eng,1846,Phonetics,,Izac Pitman,,,,original filename: plmptn_061_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
108,,1,0,1 page,1 image,manuscripts,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1492,1563,,,Plimpton,Plimpton MS 209,Rechenbüchlein. Title page,Rechenbüchlein,Title page,,,,,"Neudörffer, Johann, 1497-1563",,ger,1492-1563,Mathematics,,,,,,original filename: plmptn_086_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
109,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1761-09-02,,Vienna (Austria),,Plimpton,,Writing exercise,Writing exercise,,Je fais chaque jour,Je fais chaque jour…,,alternative,"Maria Carolina, Queen, consort of Ferdinand I, King of the Two Sicilies, 1752-1814",,fre,"September 2, 1761",Penmanship,,,,,,original filename: plmptn_157_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
110,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-5,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1492-09-28,,Turin (Italy),,Incunabula,Goff P260,Compendio de lo Abaco. Page 1 recto,Compendio de lo Abaco,Page 1 recto,,,,,"Pellos, Francesco",,ita,"September 28, 1492",Mathematics,,Nicolaus de Benedictis and Jacobinus Suigus,CLIO_1638085,,,original filename: plmptn_034_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
111,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-1,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1570,,London (England),,Plimpton,Plimpton 092 1570 B38 (STC 6446) (STC 26049.13),"Booke Containing Divers Sortes of Hands, as well the English as French Secretarie with the Italian, Roman, Chancelry & Court Hands. Title page","Booke Containing Divers Sortes of Hands, as well the English as French Secretarie with the Italian, Roman, Chancelry & Court Hands",Title page,,,,,"Beau-Chesne, Jehan de","Baildon, John",eng,1570,Penmanship,,Imprinted by Thomas Vautrouillier,CLIO_6182997,,,original filename: plmptn_063_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
112,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-4,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1822,,Boston (Mass.),,Plimpton,Plimpton A091 1822 G73,"Penmanship, or, The Beauties of Writing Exemplified in a Variety of Specimens, Practical and Ornamental. Title page","Penmanship, or, The Beauties of Writing Exemplified in a Variety of Specimens, Practical and Ornamental",Title page,,,,,"Gould, Nathaniel D. (Nathaniel Duren), 1781-1864",,eng,1822,Penmanship,,Annin & Smith,CLIO_1828250,,,original filename: plmptn_074_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
113,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-5,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1926,,Boston (Mass.),New York (N.Y.),Plimpton,Plimpton A090.1 1926 M78,Handwriting for the broad-edge pen : a teachers' manual. Front cover,Handwriting for the broad-edge pen : a teachers' manual,Front cover,,,,,"Moore, Francis M. (Francis Marion), 1846-",,eng,1926,Penmanship,,Ginn & Company,CLIO_1808875,,,original filename: plmptn_078_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
114,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-2,1,0,1 pages,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1656,,London (England),,Plimpton,Plimpton 092 1656 D11,Directions for Writing. Set Forth for the Benefit of Poore Schollers. 1 unnumbered page recto,Directions for Writing. Set Forth for the Benefit of Poore Schollers,1 unnumbered page recto,,,,,G. D.,,eng,1656,Penmanship,,Printed for J. Stafford,CLIO_6183006,,,original filename: plmptn_067_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
