item - itemId,item - public,item - featured,item - MODS - Notes 1,item - MODS - Notes 2,item - MODS - Notes 3,item - MODS - Notes 4,item - DublinCore - Date,item_-_MODS_-_KeyDate_-_Single_Start,item_-_MODS_-_KeyDate_-_End,item - MODS - TypeofDate,item - MODS - PublicationDate,item - MODS - FormGenre,item_-_MODS_-_FormGenre_-_authority,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - ShelfLocation,item - MODS - PhysicalDescription 1,item - MODS - PhysicalDescription 2,item - DublinCore - Language 1,item - DublinCore - Language 2,item_-_MODS_-_PlaceofOrigin,item_-_MODS_-_PlaceofOrigin_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_1,item_-_MODS_-_PlaceofOrigin_1_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_2,item_-_MODS_-_PlaceofOrigin_2_-_Authority_-_Identifier,item - MODS - PublicationPlace,item - AdditionalItemMetadata - SpatialCoverage,item_-_AdditionalItemMetadata_-_SpatialCoverage_-_Authority_-_Identifier,item_-_AdditionalItemMetadata_-_SpatialCoverage_1,item_-_AdditionalItemMetadata_-_SpatialCoverage_1_-_Authority_-_Identifier,Subject_-_Topic,Subject_-_Topic_-_Authority,Subject_-_Topic_-_Authority_-_Identifier,Subject_1_-_Topic,Subject_1_-_Topic_-_Authority,Subject_1_-_Topic_-_Authority_-_Identifier,Subject_-_Name,Subject_-_Name_-_Authority,Subject_-_Name_-_Authority_-_Identifier,Subject_-_Geographic,Subject_-_Geographic_-_Authority,Subject_-_Geographic_-_Authority_-_Identifier,item - DublinCore - Title - Work,item_-_DublinCore_-_Title_-_Work_-_Identifier,item - DublinCore - Title - Part,item_-_DublinCore_-_Creator_1,item_-_DublinCore_-_Creator_1_-_Authority,item_-_DublinCore_-_Creator_1_-_Authority_-_Identifier,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Contributor 1,item_-_DublinCore_-_Contributor_1_-_Authority,item_-_DublinCore_-_Contributor_1_-_Authority_-_Identifier,item - DublinCore - Contributor 2,item_-_DublinCore_-_Contributor_2_-_Authority,item_-_DublinCore_-_Contributor_2_-_Authority_-_Identifier,item - DublinCore - Contributor 3,item_-_DublinCore_-_Contributor_3_-_Authority,item_-_DublinCore_-_Contributor_3_-_Authority_-_Identifier,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Identifier,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - Citation,item - ItemType,item - ItemType - text,item_-_MODS_-_PhysicalDescription,item_in_context,item_-_OmekaCollection_-_nonSort,item - OmekaCollection
006119,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian lady,pla_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_003.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian lady,pla,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,,The,Quran in East and West: Manuscripts and Printed Books
006118,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian girl with a profusion of ornaments,ngp_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_002.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 29 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian girl with a profusion of ornaments,ngp,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 29 cm,,The,Quran in East and West: Manuscripts and Printed Books
006115,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian moolah in the attitude of teaching,pma_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,Part of a letter sent to New York City,,,,,UTS_006.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/bibliography/bib,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian moolah in the attitude of teaching,pma,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,Part of a letter sent to New York City,,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,,The,Quran in East and West: Manuscripts and Printed Books
006114,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian of Oroomiah,noo_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_005.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian of Oroomiah,noo,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,,The,Quran in East and West: Manuscripts and Printed Books
006113,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian bishop,neb_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_004.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 33 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian bishop,neb,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 33 cm,,The,Quran in East and West: Manuscripts and Printed Books
006112,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian merchant,pme_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_001.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian merchant,pme,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 34 cm,,The,Quran in East and West: Manuscripts and Printed Books
006111,1,0,"The scribe names himself in the dated colophon
marginal notes in Persian; dated ownership note with accompanying seal impressions from the early 19th century.","Physical description for item from which digital images are taken:
no endpapers
7 flyleaves: 4 at the beginning and 3 at the end
392 fols. constitute the original Quran manuscript
neither foliation nor pagination
manuscript is too tightly bound to confirm gatherings of 4 bifolia
the Quran is written on thin transparent laid paper without visible chainlines, but the flyleaves are machine-made wove paper
24 x 15 cm
rubrication
illumination
the boards of the lacquer binding, which does not flush with the textblock, show a flower bouquet on the outside and flowering vines on the inside","references:
for the oldest extant manuscripts with Persian Quran translations from the tenth century CE, see Gilbert Lazard, La langue des plus anciennes monuments de la prose persane, Paris 1963, esp. pp. 33-35, 41-45, and 56-58; cf. Storey 1/1, pp. 1-3 s.v. 1-2; and Storey-Bregel 1, pp. 99-103 s.v. 1-2
Qurʾān-i Quds: Kuhan'tarīn bargardān-i Qurʾān bih fārsī, ed. ʻAlī Ravāqī, 2 vols., Tehran 1364 Sh/1985 (facsimile of Arabic-Persian MS - Mashad, Kitābkhānah-i Āstān-i quds-i riḍavī, no. 54 - with Persian tr.); cf. G. Lazard, ""Lumières nouvelles sur la formation de la langue persane,"" in: idem, La formation de la langue persane, Paris 1995, pp. 184-198
for the 18th century use of the same symmetrical page design for the beginning of the Quran text, cf. two Indian manuscripts in the Nasser D. Khalili Collection of Islamic Art in: Manijeh Bayani et al., The Decorated Word: Qurʾans of the 17th to 19th Centuries, London 1999, pp. 208-219 s.v. 68-69",,November 1741 (Ramadan 1154 HIJRA),1741-11,,,,manuscripts,lcsh,reformatted digital,NNC-RB,eng,,Smith MS oriental 222,,,ara,,Iranian lands,,,,,,,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,xqu_001,Sūrat al-Fatīḥa and sūrat al-Baqara (sura 1 and sura 2),,,,,,Muḥammad Muḥsin al-Iṣfahānī,,,,,,,,,"Opening pages of the complete copy of the Quran with Persian interlinear translation.  Colophon signed by Muḥammad Muḥsin al-Iṣfahānī, dated Ramaḍān 1154/November 1741",,,,,110044001.jpg,,,,,,,,"Donated by David E. Smith, 1931",unpublished,Still Image,Original Format: book,Physical Dimensions: 24 x 15 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/mss,The,Quran in East and West: Manuscripts and Printed Books
,,,"The scribe names himself in the dated colophon
marginal notes in Persian; dated ownership note with accompanying seal impressions from the early 19th century.","Physical description for item from which digital images are taken:
no endpapers
7 flyleaves: 4 at the beginning and 3 at the end
392 fols. constitute the original Quran manuscript
neither foliation nor pagination
manuscript is too tightly bound to confirm gatherings of 4 bifolia
the Quran is written on thin transparent laid paper without visible chainlines, but the flyleaves are machine-made wove paper
24 x 15 cm
rubrication
illumination
the boards of the lacquer binding, which does not flush with the textblock, show a flower bouquet on the outside and flowering vines on the inside","references:
for the oldest extant manuscripts with Persian Quran translations from the tenth century CE, see Gilbert Lazard, La langue des plus anciennes monuments de la prose persane, Paris 1963, esp. pp. 33-35, 41-45, and 56-58; cf. Storey 1/1, pp. 1-3 s.v. 1-2; and Storey-Bregel 1, pp. 99-103 s.v. 1-2
Qurʾān-i Quds: Kuhan'tarīn bargardān-i Qurʾān bih fārsī, ed. ʻAlī Ravāqī, 2 vols., Tehran 1364 Sh/1985 (facsimile of Arabic-Persian MS - Mashad, Kitābkhānah-i Āstān-i quds-i riḍavī, no. 54 - with Persian tr.); cf. G. Lazard, ""Lumières nouvelles sur la formation de la langue persane,"" in: idem, La formation de la langue persane, Paris 1995, pp. 184-198
for the 18th century use of the same symmetrical page design for the beginning of the Quran text, cf. two Indian manuscripts in the Nasser D. Khalili Collection of Islamic Art in: Manijeh Bayani et al., The Decorated Word: Qurʾans of the 17th to 19th Centuries, London 1999, pp. 208-219 s.v. 68-69",,November 1741 (Ramadan 1154 HIJRA),1741-11,,,,manuscripts,lcsh,reformatted digital,NNC-RB,eng,,Smith MS oriental 222,,,ara,,Iranian lands,,,,,,,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,xqu,,,,,,,,,,,,,,,,"Opening pages of the complete copy of the Quran with Persian interlinear translation.  Colophon signed by Muḥammad Muḥsin al-Iṣfahānī, dated Ramaḍān 1154/November 1741",,,,,,,,,,,,,"Donated by David E. Smith, 1931",unpublished,Still Image,Original Format: book,Physical Dimensions: 24 x 15 cm,,The,Quran in East and West: Manuscripts and Printed Books
006109,1,0,"The French source ""L’Alcoran de Mahomet"" was first published by Antoine de Sommaville in Paris 1647. The translation is accompanied by ""The life and death of Mahomet, the prophet of the Turks, and author of the Alcoran"". Ross added ""A needfull caveat or admonition, for them who desire to know what use may be made of, or if there be danger in reading the Alcoran""",Images from one of three copies in Burke Library.,"references:
ESTC R200452, R200453, R220382
David Allan, ""Ross, Alexander (1591-1654),"" in: Oxford Dictionary of National Biography, 2007, available online: http://www.oxforddnb.com/view/article/24110 (accessed 10 June 2011)
Nabil Matar, ""A Note on Alexander Ross and the English Translation of the Qurʾān,"" Journal of Islamic Studies 23/1, 2012, pp. 76-84
Noel Malcolm, ""The 1649 English Translation of the Koran: Its Origins and Significance,"" Journal of the Warburg and Courtauld Institutes 75 (2012), pp. 261-295",,1649,1649,,,1649,books,aat,reformatted digital,NyNyCBL,eng,,Tower BP109 .D8 1649,,,eng,,,,,,,,London,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Alcoran of Mahomet,amh_001,Title page,,,,,,"Ross, Alexander, 1591-1654",naf,http://id.loc.gov/authorities/names/n84184693,"Du Ryer, André, approximately 1580-approximately 1660",naf,http://id.loc.gov/authorities/names/n86080587,,,,First English translation of the complete text of the Quran,,CLIO id: 4536422,s.n.,,110023002.jpg,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 18.5 x 13.5 x 3 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/bibliography/engtr,The,Quran in East and West: Manuscripts and Printed Books
,,,"The French source ""L’Alcoran de Mahomet"" was first published by Antoine de Sommaville in Paris 1647. The translation is accompanied by ""The life and death of Mahomet, the prophet of the Turks, and author of the Alcoran"". Ross added ""A needfull caveat or admonition, for them who desire to know what use may be made of, or if there be danger in reading the Alcoran""",Images from one of three copies in Burke Library.,"references:
ESTC R200452, R200453, R220382
David Allan, ""Ross, Alexander (1591-1654),"" in: Oxford Dictionary of National Biography, 2007, available online: http://www.oxforddnb.com/view/article/24110 (accessed 10 June 2011)
Nabil Matar, ""A Note on Alexander Ross and the English Translation of the Qurʾān,"" Journal of Islamic Studies 23/1, 2012, pp. 76-84
Noel Malcolm, ""The 1649 English Translation of the Koran: Its Origins and Significance,"" Journal of the Warburg and Courtauld Institutes 75 (2012), pp. 261-295",,1649,1649,,,1649,books,aat,reformatted digital,NyNyCBL,eng,,Tower BP109 .D8 1649,,,eng,,,,,,,,London,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Alcoran of Mahomet,amh,,,,,,,"Ross, Alexander, 1591-1654",naf,http://id.loc.gov/authorities/names/n84184693,"Du Ryer, André, approximately 1580-approximately 1660",naf,http://id.loc.gov/authorities/names/n86080587,,,,First English translation of the complete text of the Quran,,CLIO id: 4536422,s.n.,,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 18.5 x 13.5 x 3 cm,,The,Quran in East and West: Manuscripts and Printed Books
006108,1,0,"pamphlet with paper wrapper, bound with other historical tables","The first French edition of the ""Tableau chronologique de l'histoire moderne"" (1825) and its textbook ""Précis de l'histoire moderne"" (1827) was published by Louis Colas in Paris. After the foundation of Belgium in 1830 later editions of the textbook were also published in Brussels with the subtitle: ""Ouvrage adopté par le conseil royal de l'université de France et prescrit pour l'enseignement de l'histoire moderne, das les colléges royaux et dans les etablissements d'instruction publicque""","references:
Michelet, ed. Roland Barthes, tr. Richard Howard, New York 1987 (original: Michelet par lui-même: Images et textes, Paris 1954)
Paule Petitier, La géographie de Michelet: Territoire et modèles naturels dans les premières oeuvres de Michelet, Paris 1997",,1840,1840,,,1840,books,aat,reformatted digital,NyNyCBL,eng,Gillett Collection of American History and Theology,703 A7,"slides show tables 4 (1494-1501) and 3 (1484-1493)
unpaginated",,fre,,,,,,,,Brussels,,,,,,,,,,,,,,,,,Tableaux synchroniques de l'histoire moderne,tsd_001,Third and fourth tables,"Michelet, Jules, 1798-1874",naf,http://id.loc.gov/authorities/names/n80046324,,,,,,,,,,,,"Tables for the separately printed ""Précis de l'histoire moderne: Introduction à l'histoire universelle"", covering years 1453-1648.",History instruction in public schools in nineteenth-century France,CLIO id: 4938512,"Meline, Cans & Compagnie",,f8f50ec4fdac5f41b1a6ede7504e64ca.jpg,100177004.jpg,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 30.5 x 22.75 x 2 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/empire/unihist,The,Quran in East and West: Manuscripts and Printed Books
,,,"pamphlet with paper wrapper, bound with other historical tables","The first French edition of the ""Tableau chronologique de l'histoire moderne"" (1825) and its textbook ""Précis de l'histoire moderne"" (1827) was published by Louis Colas in Paris. After the foundation of Belgium in 1830 later editions of the textbook were also published in Brussels with the subtitle: ""Ouvrage adopté par le conseil royal de l'université de France et prescrit pour l'enseignement de l'histoire moderne, das les colléges royaux et dans les etablissements d'instruction publicque""","references:
Michelet, ed. Roland Barthes, tr. Richard Howard, New York 1987 (original: Michelet par lui-même: Images et textes, Paris 1954)
Paule Petitier, La géographie de Michelet: Territoire et modèles naturels dans les premières oeuvres de Michelet, Paris 1997",,1840,1840,,,1840,books,aat,reformatted digital,NyNyCBL,eng,Gillett Collection of American History and Theology,703 A7,"slides show tables 4 (1494-1501) and 3 (1484-1493)
unpaginated",,fre,,,,,,,,Brussels,,,,,,,,,,,,,,,,,Tableaux synchroniques de l'histoire moderne,tsd,,"Michelet, Jules, 1798-1874",naf,http://id.loc.gov/authorities/names/n80046324,,,,,,,,,,,,"Tables for the separately printed ""Précis de l'histoire moderne: Introduction à l'histoire universelle"", covering years 1453-1648.",History instruction in public schools in nineteenth-century France,CLIO id: 4938512,"Meline, Cans & Compagnie",,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 30.5 x 22.75 x 2 cm,,The,Quran in East and West: Manuscripts and Printed Books
006107,1,0,,,,,1625,1625,,,1625,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare OT23 B33,,,fre,,,,,,,,Paris,,,,,"Turkey--History--Ottoman Empire, 1288-1918--Religion",lcsh,,,,,,,,,,,Histoire générale de la religion des Turcs,hgr_001,Title page,"Baudier, Michel, 1589?-1645",naf,http://id.loc.gov/authorities/names/n84121106,,,,,,,,,,,,,,CLIO id: 4585128,"Cramoisy, Claude",,Baudier_Histoire_generale_de_la_religion_des_Turcs.jpg,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 24 x 18.5 x 3 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/bibcrittoworldrel/ott,The,Quran in East and West: Manuscripts and Printed Books
,,,,,,,1625,1625,,,1625,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare OT23 B33,,,fre,,,,,,,,Paris,,,,,"Turkey--History--Ottoman Empire, 1288-1918--Religion",lcsh,,,,,,,,,,,Histoire générale de la religion des Turcs,hgr,,"Baudier, Michel, 1589?-1645",naf,http://id.loc.gov/authorities/names/n84121106,,,,,,,,,,,,,,CLIO id: 4585128,"Cramoisy, Claude",,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 24 x 18.5 x 3 cm,,The,Quran in East and West: Manuscripts and Printed Books
006106,1,0,"the complete German title reads: ""Kurtze, warhafftige gründ- und eigendliche Beschreibung türckischer Religion: Leben, Wandel und Todt des arabischen falschen Propheten Mahometis und Vergleichung beyder orientalischen und occidentalischen Antichristen""","The ""Religio Turcica"" frontispiece of the copy in the HAB Wolfenbüttel (Gv 480) is missing from the copy from which these images were taken",Reference: VD17 39:123681W,,1659,1659,,,1659,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare OT23 W21,,,ger,,,,,,,,"Stadae Suecorum (i.e., Stade, Elbe, under Swedish rule)",,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,"Turkey--History--Ottoman Empire, 1288-1918--Religion",lcsh,,"Muḥammad, Prophet, -632",naf,http://id.loc.gov/authorities/names/n79130881,,,,Religio Turcica,rgt_001,"Title page and pages 100 to 101, including plate","Wallich, Johann Ulrich, 1626-1673",,,,,,,,,,,,,,"Published by Holwein, Elias, who died in 1659; his widow ran the workshop until 1662.",,CLIO id: 4576512,Typis Holvinianis,,b86738298d6710aa94a03acb2855d0b9.jpg,248c35868f4db88d4b3e1f8bedd8fe01.jpg,bb206d3314f24836e47899a19c2095de.jpg,8e9aa1388d157e349b78ff625b0c96db.jpg,,,,,,,Still Image,Original Format: book,Physical Dimensions: 18.75 x 16 x 3.25 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/bibcrittoworldrel/ott,The,Quran in East and West: Manuscripts and Printed Books
,,,"the complete German title reads: ""Kurtze, warhafftige gründ- und eigendliche Beschreibung türckischer Religion: Leben, Wandel und Todt des arabischen falschen Propheten Mahometis und Vergleichung beyder orientalischen und occidentalischen Antichristen""","The ""Religio Turcica"" frontispiece of the copy in the HAB Wolfenbüttel (Gv 480) is missing from the copy from which these images were taken",Reference: VD17 39:123681W,,1659,1659,,,1659,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare OT23 W21,,,ger,,,,,,,,"Stadae Suecorum (i.e., Stade, Elbe, under Swedish rule)",,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,"Turkey--History--Ottoman Empire, 1288-1918--Religion",,,"Muḥammad, Prophet, -632",naf,http://id.loc.gov/authorities/names/n79130881,,,,Religio Turcica,rgt,,"Wallich, Johann Ulrich, 1626-1673",,,,,,,,,,,,,,"Published by Holwein, Elias, who died in 1659; his widow ran the workshop until 1662.",,CLIO id: 4576512,Typis Holvinianis,,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 18.75 x 16 x 3.25 cm,,The,Quran in East and West: Manuscripts and Printed Books
