note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,form-2:form_term.value,form-2:form_term.uri,form-2:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,note-2:note_value,note-3:note_value,note-3:note_type,note-4:note_value,note-5:note_value,note-6:note_value,note-7:note_value,note-8:note_value,note-9:note_value,note-10:note_value,note-11:note_value,note-12:note_value,note-13:note_value,note-14:note_value,note-15:note_value,note-16:note_value,note-17:note_value,internal_note-1:internal_note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-2:collection_term.value,collection-2:collection_term.uri,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1.location_shelf_location_free_text,digital_origin-1:digital_origin_value,publisher-1:publisher_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.uri,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.uri,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.uri,subject_topic-3:subject_topic_term.authority,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.uri,subject_topic-4:subject_topic_term.authority,subject_topic-5:subject_topic_term.value,subject_topic-5:subject_topic_term.uri,subject_topic-5:subject_topic_term.authority,subject_topic-6:subject_topic_term.value,subject_topic-6:subject_topic_term.uri,subject_topic-6:subject_topic_term.authority,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.authority,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.uri,subject_title-1:subject_title_term.authority,subject_title-2:subject_title_term.value,subject_title-2:subject_title_term.uri,subject_title-2:subject_title_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,name-3:name_term.value,name-3:name_term.uri,name-3:name_term.authority,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,name-4:name_term.value,name-4:name_term.uri,name-4:name_term.authority,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.authority,name-5:name_term.value,name-5:name_term.uri,name-5:name_term.authority,name-5:name_term.name_type,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.authority,name-6:name_term.value,name-6:name_term.uri,name-6:name_term.authority,name-6:name_term.name_type,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.uri,name-6:name_role-1:name_role_term.authority,name-7:name_term.value,name-7:name_term.uri,name-7:name_term.authority,name-7:name_term.name_type,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.uri,name-7:name_role-1:name_role_term.authority,_publish_targets-1.string_key,_publish
,,,item,luther_uzb_000,,Der,Bischoff von Zeitz hat geben .xl. tag ablass allen denen die diss lyed mit andacht singen oder lesen : Maria zart mit xxj. gesetzen : [woodcut],Bishop of Zeitz Has Granted 40 Days Indulgence to All Those Who Sing or Read This Song with Devotion: Tender Mary with Twenty-one Verses,[15] pages : 1 illustrations ; 14 x 11 cm,,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200007,,,Colophon: Getruckt zů Strassburg von Mathis hüpfuff do man zalt .xv hundert vnd iiij. Jar,"Song to Mary, for singing or reading which an indulgence of 40 days is granted",,,,,,,,,,,,,Case number: 1; Item number: 7,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Union Rare,UG56 Z48 1504,reformatted digital,Matthias Hupfuff,"This short pamphlet contains a song to the Blessed Virgin Mary, the singing or reading of which obtains an indulgence of 40 days. Indulgences were very popular with printers, as they were typically quite short texts and could be set up and sold in large numbers with minimal production costs.",4578315,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1504],1504,TRUE,,,[Strassburg],Zeitz (Bishopric),,,corporate,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeitz (Germany),http://id.loc.gov/authorities/names/n87898139,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200007.jpg,filename,,asset,luther_uzb_001,luther_uzb_000,,Title page recto,,,11372,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/indulgences/mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_vds_000,,Der,Hundert vnd eilffte Psalm ausgelegt / durch D. Martin Luther. Wittemberg. M.D.XXX,One Hundred and Eleventh Psalm Interpreted by Dr. Martin Luther,[64] pages ; 19 cm (quarto),,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200014,,,"Imprint from colophon which reads: ""Gedruck zu Wittemberg durch Hans Weis Anno ...""",Signatures: A-H⁴,Title within historiated and architectural woodcut border,,,,,,,,,,,,Case number: 2; Item number: 6,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1175,reformatted digital,Hans Weis,"Luther studied the Hebrew Psalms – 150 poetic texts of devotion, praise, and lament – intensively from 1513-15 and he returned to them throughout his life.",4527566,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.XXX. [1530],1530,TRUE,,,"Wittemberg [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200014.jpg,filename,,asset,luther_vds_001,luther_vds_000,,Title page recto,,,11380,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/psalms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_bqa_000,,Der,Sechs vn[d] dreyssigist Psalm Dauid : eynen Christlichen Menschen tzu leren vn[d] trösten widder die Mütterey der böszenn vnnd freueln Gleyszner / Martinus Luther,"36th Psalm of David, to Teach a Christian and Console Them Against the Wantonness of Evil and Haughty Hypocrites",[32] pages : illustrations (woodcut) ; 19 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,original filename:1900200027,,,"Text in German includes Luther's translation of Psalm 37 (Vulgate Psalm 36). Cf. Luther, Works, 1883, vol. 8, p. 209",Imprint from colophon,Colophon: Gedruckt tzu Wittembergk Montag nach Laurentij 1521,LC call numbers: BR304.R44 no. 73; BS1450 37th,Signatures: A-D⁴,"Title within illustrated woodcut border, alternative form of number 5 used in t.p. date","Woodcut illustration on title page verso of Mary wearing crown, facing left, holding the child Jesus, differs from that in LCCN 2001554663","Compare with 03-B1935 (VD 16, L 5872)",,,,,,,Case number: 4; Item number: 12,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1129,reformatted digital,[Johann Rhau-Grunenberg],,4527553,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1521,1521,TRUE,,,[Wittenberg],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Reformation,http://id.worldcat.org/fast/1092555,fast,,,,,,,,,,,,,,,,,,,,,,"Bible. Psalms, XXXVII",http://id.loc.gov/authorities/names/n2001080488,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200027.jpg,filename,,asset,luther_bqa_001,luther_bqa_000,,Title page recto,,,11393,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_qxe_000,,Des,Christlichen Pawren getrewen radt : Wie die Christglaubig seel ein gesprech mit dem menschlichen fleysch teglich halten vnd betrachten sol,Faithful Advice of a Christian Peasant: How the Faithful Christian Soul Should Hold and Consider a Daily Dialogue with the Human Flesh,[8] pages ; 19 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200047,,,Imprint from VD 16,Signatures: A⁴,"Caption for woodcut on title page: ""Ich bin ein Pawr von menschlicher artt. Gott gibt sein gnad wo es ym behagtt",,,,,,,,,,,,Case number: 6; Item number: 5,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1601,reformatted digital,Johann Schönsperger,"Published in Zwickau, a hotbed of the radical appropriation of his ideas that Luther came to disdain. The caption for the woodcut reads: ""In human terms I am a peasant. God gives his grace where he thinks fit."" Diepold Peringer, author of this item the work adjacent, claimed that he could neither read nor write and learned by the direct inspiration of God. He was in fact an educated former member of a religious order, but appealed to the idealized image of the simple layperson led by the Spirit.",4528112,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1524],1524,TRUE,,,[Zwickau],"Peringer, Diepold",,,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Peasants--Religious life,http://id.worldcat.org/fast/1735646,fast,Lay preaching,http://id.worldcat.org/fast/994469,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200047.jpg,filename,,asset,luther_qxe_001,luther_qxe_000,,Title page recto,,,11415,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/peasants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_ktx_000,,Die,"Drey Symbola, oder, Bekentnis des glaubens Christi jnn der kirchen eintrechtiglich gebraucht / Mart. Luther D. Wittemberg M.D.XXXVI","Letter to Hans von Rechenberg of Freistadt from Martin Luther, 1522, On the Question of Whether or Not God May or Will Save Those Who Die Without Faith",[48] pages ; 19 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200020,,,"Imprint from colophon which reads: ""Gedruckt zu wittemberg durch Joh. weis M.D.XXXVIII.""",Signatures: A-F⁴,Title within historiated woodcut border,,,,,,,,,,,,Case number: 4; Item number: 5,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1221,reformatted digital,Johannes Weis,,4527642,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.XXXVIII [1538],1538,TRUE,,,"Wittemberg [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,Jesus Christ,http://id.loc.gov/authorities/names/n79084784,naf,personal,,,,,,,,,Christology,http://id.worldcat.org/fast/1352288,fast,Lutheran church--creeds,http://id.worldcat.org/fast/1004015,fast,Lutheran Church--Doctrines,http://id.worldcat.org/fast/1004020,fast,,,,,,,,,,,,,,,,"Luther, Martin, 1483-1546. Schmalkaldischen Artikel",http://id.loc.gov/authorities/names/n94079798.html,naf,Nicene Creed,http://id.loc.gov/authorities/names/n80123154,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200020.jpg,filename,,asset,luther_ktx_001,luther_ktx_000,,Title page recto,,,11386,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_nof_000,,Die,Propheten alle Deudsch / D. Mart. Luth,Prophets in German,"[6], 124, 63 leaves ; 30 cm",,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200012,,,1st edition of Luther's translation of the Prophets,,,,,,,,,,,,,,Case number: 2; Item number: 4,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Union Rare Folio,CB74 1532,reformatted digital,Durch Hans Lufft,The first edition of Luther's translation of the Hebrew Prophets. An edition of the entire Hebrew Bible would appear two years later.,4571821,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1532,1532,TRUE,,,Gedruckt zu Wittemberg,"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Translator,http://id.loc.gov/vocabulary/relators/trl,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200012.jpg,filename,,asset,luther_nof_001,luther_nof_000,,Front board of binding,,,11378,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/prophets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_mmb_000,,Die,"Sieben buszpsalm mit deutscher auszlegung nach dem schrifftlichen synne tzu Christi vnd gottes gnaden, neben seyns selben. ware erkentniss. grundlich gerichtet",Seven Penitential Psalms with German Expositions Following the Written Sense to the Grace of Christ and God,[88] leaves : illustrations (woodcut) ; 21 cm (quarto),,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200028,,,Prelim. signed: Martinus Luder .,Imprint from colophon,Signatures: A-B⁶ C⁴ D-E⁶ F⁴ G-H⁶ (H6 blank),"Woodcut illustration on title page of David kneeling in prayer, playing a harp on the ground below and God looking down from the clouds above",,,,,,,,,,,Case number: 4; Item number: 13,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1147,reformatted digital,durch den vorsichtigen man Jacobum Thanner,,4527579,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Nach Christ geburt Tausent funffhundert vnd ym newtzehenden yare. [1519],1519,TRUE,,,"Gedruckt tzu Leyptzk [i.e., Leipzig]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Penance,http://id.worldcat.org/fast/1056817,fast,,,,,,,,,,,,,,,,,,,,,,Penitential Psalms,http://id.loc.gov/authorities/names/n79084604,naf,Bible. Psalms,http://id.loc.gov/authorities/names/n79056804,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200028.jpg,filename,,asset,luther_mmb_001,luther_mmb_000,,Title page recto,,,11394,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_fof_000,,,"Dr. Martin Luther: Wider die Jüden, vierhundert Jahre deutschen Ringens gegen jüdische Fremdherrschaft, von E.V. von Rudolf [pseud.]",Dr. Martin Luther: Four Hundred Years of German Struggle Against Jewish Alien Domination,"151 pages : illustrations, port., facsims ; 22 cm",,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200046,,,Excerpts from Luther's Von den Juden und Ihren Lügen (edition of 1613) and from his Vom Schem Hamphoras (edition of 1617) with reproductions of the original title-pages,"""Bearbeitet, eingeleitet und mit erläuternden zusätzen aus dem gesamtgebiet der Judenfrange verschen von E.V. von Rudolf [pseud.]","Editor's name is pseudonym for Rudolf von Elmayer-Vestenbrugg, b. 1881",Includes index,,,,,,,,,,,Case number: 6; Item number: 4,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Butler 6th Fl. East,DS141 .L775,reformatted digital,Deutscher volksverlag,"On the Jews and Their Lies became a core text for subsequent anti-semitism. Excerpts from this work and from his Of the Unknowable Name and the Generations of Christ were reprinted in the Nazi era and were used at Nazi rallies. One historian has recently argued that his use by the Nazis makes Luther ""the most fateful figure in German history.""",1818762,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1940],1940,TRUE,,,München,"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,,,,,,,,,Judaism,http://id.worldcat.org/fast/984280,fast,Christianity and antisemitism,http://id.worldcat.org/fast/859644,fast,Judaism (Christian theology),http://id.worldcat.org/fast/984427,fast,,,,,,,,,,,,,,,,,,,,,,"Elmayer-Vestenbrugg, Rudolf von",,,personal,Editor,http://id.loc.gov/vocabulary/relators/edt,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200046.jpg,filename,,asset,luther_fof_001,luther_fof_000,,Title page recto,,,11414,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/judaism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_out_000,,Ein,"freyheyt des Sermons Bebstlichen ablass vn[d] gnad belangend / Doctoris Martini Luther, wider die vorlegu[n]g So zu schmach sein vnd desselben Sermons erdichtet",Sermon on Indulgences and Grace,[16] pages (last [2] pages blank) ; 21 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200005,,,Imprint from VD 16; date from colophon,Signatures: [A]-B⁴ (-B4),,,,,,,,,,,,,Case number: 1; Item number: 5,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1950,reformatted digital,[Jobst Gutknecht],"This very popular work, Luther’s first important publication in German, appeared in spring 1518 and further develops the arguments of the Ninety-five Theses concerning the inadequacies of the indulgence system. At this date there was just a single printer in Wittenberg who was underprepared for the huge market Luther’s writings generated. To meet the demand, many of Luther’s works were printed or re-printed in other cities with more developed printing industries such as Leipzig, Augsburg, Basel, and (as here) Nuremberg.  The sermon’s final passage captures the combative tone that would characterize some of Luther’s polemical works: ""...some people reproach me as a heretic (for such a truth is quite injurious for their money boxes), I pay little heed to such babblings [and the only ones who do are] some muddled brains who have never sniffed a Bible, have never read the Christian teachers, have never understood their own teachers but rather are decaying in their riddled and fragmented opinions. For if they had understood them, they would know that they should defame no one without hearing and challenging him. Nonetheless, may God give them and us right understanding. Amen.""",4528400,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1518,1518,TRUE,,,[Nürnberg],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Indulgences,http://id.worldcat.org/fast/970759,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gutknecht, Jobst, -1542",http://id.loc.gov/authorities/names/nr97020936,naf,personal,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200005.jpg,filename,,asset,luther_out_001,luther_out_000,,Title page recto,,,11370,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/indulgences/sermon-on-indulgences-and-grac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_fir_000,,Ein,"merklicher Sermon von der Geburt Marie, der muter Gottes : wie sy, vnd dye heiligen sollen geehrt werden, von einem itzlicheÌ„, cristenmenschen. / D. Mar. Luther. Anno Mdxxij","Notable Sermon on the Birth of Mary, the Mother of God, How She and the Saints Ought to be Honored by Every Christian",[14] pages (last [2] pages blank) ; 19 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200018,,,"Signatures: A⁴, B⁴",Title within woodcut border,"Compare with 03-B1487 (Benzing, 1453; VD 16, L 5483; Gatch, D706)",,,,,,,,,,,,Case number: 4; Item number: 3,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1128,reformatted digital,[Wolfgang Stürmer],,4527548,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,MDxxij [1522],1522,TRUE,,,[Erfurt],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,"Mary, Blessed Virgin, Saint",http://id.loc.gov/authorities/names/n81018544,naf,personal,,,,,,,,,Saints--Cult,http://id.worldcat.org/fast/1103663,fast,,,,,,,,,,,,,,,,Germany,http://id.loc.gov/authorities/names/n80125931,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200018.jpg,filename,,asset,luther_fir_001,luther_fir_000,,Title page recto,,,11384,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
