 _pid, partName, projectURL, _identifiers-1, note-3:note_type, note-2:note_type, note-5:note_type, note-1:note_type, note-2:note_value, note-5:note_value, note-1:note_value, relatedItem_project, _project.string_key, name-1:name_term.uri, form-2:form_term.uri, extent-1:extent_value, name-1:name_term.value, genre-1:genre_term.uri, form-2:form_term.value, genre-1:genre_term.value, title-1:title_sort_portion, name-1:name_term.name_type, name-1:name_term.authority, language-1:language_term.uri, genre-1:genre_term.authority, location-1:location_term.uri, location-1:location_term.code, _digital_object_type.string_key, title-1:title_non_sort_portion, language-1:language_term.value, location-1:location_term.value, location-1:location_sublocation, language-1:language_term.authority, location-1:location_term.authority, _parent_digital_objects-1.identifier, name-1:name_role-1.name_role_term.uri, date_created-1:date_created_end_value, digital_origin-1:digital_origin_value, name-1:name_role-1.name_role_term.value, clio_identifier-1:clio_identifier_value, date_created-1:date_created_start_value, place_of_origin-1:place_of_origin_value, omeka_identifier-1:omeka_identifier_value, type_of_resource-1:type_of_resource_value, name-1:name_role-1.name_role_term.authority, date_created_textual-1:date_created_textual_value, use_and_reproduction-1:use_and_reproduction_value, location-1:location_shelf_location-1.location_shelf_location_free_text, location-1:location_shelf_location-1.location_shelf_location_box_number, location-1:location_shelf_location-1.location_shelf_location_folder_number, publisher-1:publisher_value, object_in_context_url-1:object_in_context_url_value, subject_name-1:subject_name_term.uri, subject_topic-1:subject_topic_term.uri, subject_name-1:subject_name_term.value, subject_title-1:subject_title_term.uri, subject_topic-1:subject_topic_term.value, subject_title-1:subject_title_term.value, subject_name-1:subject_name_term.name_type, subject_name-1:subject_name_term.authority, subject_topic-1:subject_topic_term.authority, subject_title-1:subject_title_term.authority, subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value, abstract-1:abstract_value, collection-1:collection_term.uri, collection-1:collection_term.value, note-4:note_type, note-4:note_value, date_created-1:date_created_type
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200026.jpg, ,"original filename:1900200026|Name of printer from colophon which reads: ""Gedruckt zu Wittemberg durh Hans Lufft""|Signatures: A-C⁴ D²|Title within historiated and architectural woodcut border|Compare with 03-B1531 (Benzing, 2428; VD 16, L 5513; Gatch, D761)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[28] pages ; 20 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,Ob man furdemster ben fliehen muge / Marti. Luther; Title page recto|Whether One May Flee from a Deadly Plague, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527574, ,"Wittemberg [i.e., Wittenberg]",11392,Still Image, ,M.D.XXVII. [1527],No Copyright - United States,03-B1164, , ,Hans Lufft,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2, , , , ,Christian ethics|Death--Religious aspects--Christianity, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200025.jpg, ,"original filename:1900200025|Signature: A⁴|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[7] pages ; 20 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,"Eyn Sermon von dem newen gebornen Kindelein Ihesu gepredigt auft den Christag nach mit tag / Martinus Luther; Title page recto|A Sermon on the New Born Child, Jesus, Preached on Christmas Afternoon", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527529, ,Zwickaw :Jörg Gastel,11391,Still Image, ,1523,No Copyright - United States,03-B1121, , ,,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2, , , , ,Jesus Christ|Reformation, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200024.jpg, ,"original filename:1900200024|Signatures: A-B⁴|Title within woodcut border|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[16] pages (last [2] pages blank) ; 18 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,"Eyn Sermon vber das Euangelium Johan. 4. : es war eyn Konigischer des Son lag kranck zu Capernaum etc / Martinus Luther. DMXXiij. Wyttem; Title page recto|Sermon on Gospel of John 4, the Royal Official’s Son at Capernaum", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527543, ,"Wyttem. [i.e., Wittenberg]",11390,Still Image, ,"DMXXiij [i.e., MDXXiij, 1523]",No Copyright - United States,03-B1135, , ,[Hans Lufft],https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2, , , , ,"Bible. John, IV", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200023.jpg, ,"original filename:1900200023|Publisher statement from Benzing|Signatures: A-C⁴ [-C4] (Last three pages blank)|Title within historiated woodcut border attributed to school of Lucas Cranach d.Ä. Cf. Cranach im Detail: Buchschmuck Lucas Cranachs des Älteren und seiner Werkstatt, 1994, page 54|LC call number: BR332.S4 P4|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[24] pages (the last [3] pages blank) ; 19 cm (quarto),"Luther, Martin, 1483-1546|Cranach, Lucas, 1472-1553", ,pamphlets,Still Image,Eyn Sermon auff den Pfingstag / Mart. Luther; Title page recto|A Sermon on Pentecost, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527554, ,"Uuittemberg [i.e., Wittenberg]",11389,Still Image, ,M.D.XXiij [1523],No Copyright - United States,03-B1132, , ,[Nickel Schirlentz],https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2, , , , ,"Bible. John, XIV, 23-29|Holy Spirit|Pentecost season|Wittenberg (Germany)--Imprints (Nickel Schirlentz)", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200022.jpg, ,"original filename:1900200022|Compare with 03-B1134 (VD 16, L 6075; Benzing, 1434; Gatch, D109) and 3-B1400 (VD 16, L 6068; Benzing, 1432; Gatch, D632) and 03-B1932 (Benzing, 1439; VD 16, L 6076)|Printer from Benzing|Signatures: A-B⁴|Ornamental t.p. border; initials|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[16] pages ; 20 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,"Eyn Sermon von dem vnrechten Mammon Luce. xvi. / Doctor Martinus Luther; Title page recto|A Sermon on Unjust Wealth, Luke 16", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527544, ,"Uuittemberg [i.e., Wittenberg]",11388,Still Image, ,M.D.xxiij [1523],No Copyright - United States,03-B1134, , ,[Melchior Lotther d.J.],https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2, , , , ,"Bible. Luke, XVI|Surplus (Economics)", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200021.jpg, ,"original filename:1900200021|Luther, personally, prepared this sermon for the press during the Lenten season of 1519. The subject is the contemplation of the sufferings of Christ|Signatures: A⁶; [A] unsigned; A1b, A6b blank|Title vignette (Crucifixion with Open Tomb)|Imprint from Benzing|Variant: Wittenberg, rather than Wittemberg--Benzing-Claus|The wood-engraving (on t.p.) has the monogram of H. Schäufelein, according to WA|Compare with 03-B1225 (VD 16, L 6516; Benzing, 319; Gatch, D270) and 03-B1401 (VD 16, L 6512; Benzing, 317; Gatch, D640) and 03-B1411 (VD 16, L 6513; Benzing, 314; Gatch, D641)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[12] pages ; 21 cm (quarto),"Luther, Martin, 1483-1546|Schäufelein, Hans, approximately 1480-approximately 1539|Otmar, Silvan, -1540", ,pamphlets,Still Image,Ain Sermon von der betrachtung des hailigen leidens Christi / Doctor Martini Luthers Augustiner zü Wittenberg; Title page recto|A Sermon Contemplating the Salvific Suffering of Christ, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527559, ,[Augsburg],11387,Still Image, ,[1519],No Copyright - United States,03-B1146, , ,Silvan Otmar,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1, , , , ,Passion of Jesus Christ|Bible. Gospels|Passion narratives (Gospels), , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200020.jpg, ,"original filename:1900200020|Imprint from colophon which reads: ""Gedruckt zu wittemberg durch Joh. weis M.D.XXXVIII.""|Signatures: A-F⁴|Title within historiated woodcut border|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[48] pages ; 19 cm (quarto),"Luther, Martin, 1483-1546|Luther, Martin, 1483-1546. Schmalkaldischen Artikel", ,pamphlets,Still Image,"Die drey Symbola, oder, Bekentnis des glaubens Christi jnn der kirchen eintrechtiglich gebraucht / Mart. Luther D. Wittemberg M.D.XXXVI; Title page recto|A Letter to Hans von Rechenberg of Freistadt from Martin Luther, 1522, On the Question of Whether or Not God May or Will Save Those Who Die Without Faith", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527642, ,"Wittemberg [i.e., Wittenberg]",11386,Still Image, ,M.D.XXXVIII [1538],No Copyright - United States,03-B1221, , ,Johannes Weis,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1, , , , ,"Luther, Martin, 1483-1546. Schmalkaldischen Artikel|Jesus Christ|Christology|Nicene Creed|Lutheran Church--Creeds|Lutheran Church--Doctrines", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200019.jpg, ,"original filename:1900200019|Imprint from Benzing|Signatures: A⁴ (A1b and A4b blank)|Woodcut illustration on cover|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[8] pages ; 21 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,"Eyn Sendbriff Mar. Luthers vber die frage : Ob Ob auch yemant on glauben verstorben selig werden muge. An Er Banszen von rechenberg zur freystadt. Wittemberg. Anno.M.D.XXiij; Title page recto|The Three Symbols, or, Confessions of the Christian Faith Profitably Used in the Church", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527577, ,[Erfurt],11385,Still Image, ,M.D.XXiij [1523],No Copyright - United States,03-B1149, , ,[Wolfgang Stürmer],https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1, , , , ,Salvation|Salvation outside the church|Death--Religious aspects--Christianity, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200018.jpg, ,"original filename:1900200018|Signatures: A⁴, B⁴|Title within woodcut border|Compare with 03-B1487 (Benzing, 1453; VD 16, L 5483; Gatch, D706)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[14] pages (last [2] pages blank) ; 19 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,"Ein merklicher Sermon von der Geburt Marie, der muter Gottes : wie sy, vnd dye heiligen sollen geehrt werden, von einem itzlichē, cristenmenschen. / D. Mar. Luther. Anno Mdxxij; Title page recto|A Notable Sermon on the Birth of Mary, the Mother of God, How She and the Saints Ought to be Honored by Every Christian", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527548, ,[Erfurt],11384,Still Image, ,MDxxij [1522],No Copyright - United States,03-B1128, , ,[Wolfgang Stürmer],https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1, , , , ,"Mary, Blessed Virgin, Saint|Saints--Cult|Germany", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200017.jpg, ,"original filename:1900200017|Title vignette by Hans Schäufelein|Signature: a⁴⁺², b⁴ [last page blank]|Compare with 03-B1413 (VD 16, L 6483; Benzing, 436; Gatch, D643)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[19] pages ; 20 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,Ain Sermon von der Beraitung zum sterben / Doctor Martini Luthers; Title page recto|A Sermon on Preparing to Die, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527530, ,[Augsburg],11383,Still Image, ,[1519],No Copyright - United States,03-B1120, , ,Silvan Otmar,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1, , , , ,Death, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200016.jpg, ,"original filename:1900200016|Signatures: A-B⁴ (pamphlet miscollated; marginalia added in A to correct reading)|Title within woodcut ornamental border, illustrating the parable|Compare with 03-B1 (Benzing, 1770; VD 16, L 6350; Gatch, D733) and 03-B1933 (Benzing, 1763; VD 16, L 6353)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[16] pages ; 20 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,"Ein Sermon Doctor Martini Lutthers : auf das Euangelion Jo. x. : von dem gutten hyrten. Durch yn vberlesen; Title page recto|A Sermon by Doctor Martin Luther on the Gospel of John Chapter 10, on the Good Shepherd, Read Over by Him", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527542, ,[Bamberg],11382,Still Image, ,MDxxiii [1523],No Copyright - United States,03-B1140, , ,[Georg Erlinger],https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug1, , , , ,"Bible. John, X|Lost sheep (Parable)", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200015.jpg, ,original filename:1900200015|Ms. written in Rome in 1519|Richly illuminated|Script: littera documentaria pontificalis|Possibly originally part of Documentary manuscript collection (UTS Ms. 37),Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,1 leaf : vellum ; 581 x 830 mm,"Catholic Church. Collegium Cardinalium|Ess, Leander van, 1772-1847|Couvent d'Unterlinden (Colmar, France)", ,manuscripts,Still Image,"[Letter of Indulgence from 12 Cardinals, to the Dominican Nuns of Unterlinde, Colmar]", , , ,fast, , , , ,Latin,"Burke Library at Union Theological Seminary, Columbia University",Manuscripts,iso639-2,local, , , ,reformatted digital, ,4586757, ,[Rome],11381,Still Image, ,[14 May 1519],No Copyright - United States,67, , ,,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/indulgences, , , , ,"Couvent d'Unterlinden (Colmar, France)|Indulgences", , , , , , , , , , , ,"A manuscript collective indulgence, written on vellum in the chancery hand used in Rome, granted to the nuns and giving them permission to display a famed painting of the Virgin Mary. Remission of the temporal consequences for sin could be obtained by visiting and viewing the painting on several feast days, including the Beheading of John the Baptist, St. Catherine, and St. Anne the Mother of Mary, all of whose images are portrayed around the border. This document itself would also have been on display on the feast days to announce the indulgence. This is a somewhat atypical example, and illustrates the variety of forms an indulgence might take. This item, along with several others in this exhibit, is part of the Burke Library’s Leander van Ess Collection, acquired in 1838 as the core library at the founding of Union Theological Seminary and which continues to be celebrated resource for the history of the book.", ,"Van Ess Collection (Burke Library, Union Theological Seminary)|Manuscript Collection (Burke Library, Union Theological Seminary)",ownership,"This item was part of over 13,000 items purchased in 1838 from Leander van Ess as the core of then-fledgling Union Theological Seminary's library",
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200014.jpg, ,"original filename:1900200014|Imprint from colophon which reads: ""Gedruck zu Wittemberg durch Hans Weis Anno ...""|Signatures: A-H⁴|Title within historiated and architectural woodcut border|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[64] pages ; 19 cm (quarto),"Luther, Martin, 1483-1546", ,books,Still Image,Der Hundert vnd eilffte Psalm ausgelegt / durch D. Martin Luther. Wittemberg. M.D.XXX; Title page recto|The One Hundred and Eleventh Psalm Interpreted by Dr. Martin Luther, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527566, ,"Wittemberg [i.e., Wittenberg]",11380,Still Image, ,M.D.XXX. [1530],No Copyright - United States,03-B1175, , ,Hans Weis,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/psalms, , , , ,"Bible. Psalms, CXI", , , , , , , , , , , ,"Luther studied the Hebrew Psalms – 150 poetic texts of devotion, praise, and lament – intensively from 1513-15 and he returned to them throughout his life.",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200013.jpg, ,"original filename:1900200013|Imprint from Benzing|Signatures: A⁶ B⁴ C⁶ D⁴ E⁶ F⁴ G⁶ H⁴ I⁶ K⁴ L⁶ M⁴ N⁶ O⁴ P-Q⁶ (-Q6)|Woodcut t.p. border attributed to Lucas Cranach. Cf. Pflugk-Harttung 36|Title page in red and black|Compare with 03-B1936 (Benzing, 426; VD 16, B 5077)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[164] pages ; 20 cm (quarto),"Luther, Martin, 1483-1546|Lotter, Michael, approximately 1499-approximately 1556", ,books,Still Image,"In epistolam Pavli ad Galatas, F. Martini Lvtheri Avgvstiniani, commentarivs; Title page recto|The Epistle of Paul to the Galatians: a Commentary by M. Luther, Augustinian", , , ,fast, , , , ,Latin,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4528323, ,[Leipzig],11379,Still Image, ,[1519],No Copyright - United States,03-B1864, , ,Melchior Lotter,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/galatians, , , , ,Bible. Galatians, , , , , , , , , , , ,"Luther famously preferred some portions of the Bible to others. Among his favored sections were the New Testament epistles of St. Paul, whose teachings on ""justification by faith"" were a central, organizing theme for Luther’s theology and the lens through which he interpreted the whole Bible. Rather than something earned by good behavior or holy exertions, St. Paul wrote of salvation as an unwarranted gift from God that could only be gratefully received through faith. St. Paul’s letter contains extensive argument about the tension between ""law"" (which Luther interpreted to mean anything undertaken in an attempt achieve favor or standing with God on one’s own) and ""faith"" (trust in God’s unearned promise to save despite the impossibility of anyone deserving it).",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200012.jpg, ,original filename:1900200012|1st edition of Luther's translation of the Prophets|front board of binding,Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,"[6], 124, 63 leaves ; 30 cm",Bible. Old Testament. German. Luther. 1532, ,books,Still Image,Die Propheten alle Deudsch / D. Mart. Luth; Front board of binding|The Prophets in German, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Folio,iso639-2,local, , , ,reformatted digital, ,4571821, ,Gedruckt zu Wittemberg,11378,Still Image, ,1532,No Copyright - United States,CB74 1532, , ,Durch Hans Lufft,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/prophets,,,,,,,,,,,,,,,,,The first edition of Luther's translation of the Hebrew Prophets. An edition of the entire Hebrew Bible would appear two years later.,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200011.jpg, ,"original filename:1900200011|Colophon: Gedruckt zu wittemberg Melchior vnd Michel Lotther gebruder M.D.XXIIII|Title within ornamental border by Georg Lemberger; the 21 woodcut illustrations (all in the Revelation of St. John) are ascribed to the workshop of Lucas Cranach the elder, perhaps after rough sketches by Cranach himself. Cf. the description in Luther's Werke (Kritische Gesamtausgabe), Die deutsche Bibel, 2. Bd., p.[266], no. *7, & p.203|The 3d Wittenberg folio edition of Luther's translation|verso, illustration",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,ccxv numb. : illustrations ; 30 cm (folio),"Bible. New Testament. German. Luther. 1524|Lemberger, Georg, 1495?-1540?|Cranach, Lucas, 1472-1553|Luther, Martin, 1483-1546", ,books|prints,Still Image,Das Newe Testament deutzsch; Woodcut from Apocalypse from title page verso|German New Testament, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Folio,iso639-2,local, , , ,reformatted digital, ,4549104, ,Wittemberg,11377,Still Image, ,[1524],No Copyright - United States,CB77 1524, , ,publisher not identified,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible,,,,,,,,,,,,,,,,,"The third Wittenberg folio edition of Luther's translation. Woodcut illustrations of the Apocalypse of St. John, from the workshop of Lucas Cranach the Elder, depict the defeat of the satanic dragon at the conclusion of that visionary work. The Apocalypse was a favored subject of artists. In Luther’s day, speculation about the end of days and a vivid sense of the ""porous"" nature of the cosmos – its openness to otherworldly powers of good and evil – were commonplace. Luther himself spoke often of the Devil, sometimes mockingly, as a regular player in the drama of his daily life and struggles.",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200010.jpg, ,"original filename:1900200010|Colophon: Gedruckt zu wittemberg Melchior vnd Michel Lotther gebruder M.D.XXIIII|Title within ornamental border by Georg Lemberger; the 21 woodcut illustrations (all in the Revelation of St. John) are ascribed to the workshop of Lucas Cranach the elder, perhaps after rough sketches by Cranach himself. Cf. the description in Luther's Werke (Kritische Gesamtausgabe), Die deutsche Bibel, 2. Bd., p.[266], no. *7, & p.203|The 3d Wittenberg folio edition of Luther's translation|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,ccxv numb. : illustrations ; 30 cm (folio),"Bible. New Testament. German. Luther. 1524|Lemberger, Georg, 1495?-1540?|Cranach, Lucas, 1472-1553|Luther, Martin, 1483-1546", ,books,Still Image,Das Newe Testament deutzsch; Title page recto|German New Testament, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Folio,iso639-2,local, , , ,reformatted digital, ,4549104, ,Wittemberg,11376,Still Image, ,[1524],No Copyright - United States,CB77 1524, , ,publisher not identified,,,,,,,,,,,,,,,,,,"The third Wittenberg folio edition of Luther's translation. Woodcut illustrations of the Apocalypse of St. John, from the workshop of Lucas Cranach the Elder, depict the defeat of the satanic dragon at the conclusion of that visionary work. The Apocalypse was a favored subject of artists. In Luther’s day, speculation about the end of days and a vivid sense of the ""porous"" nature of the cosmos – its openness to otherworldly powers of good and evil – were commonplace. Luther himself spoke often of the Devil, sometimes mockingly, as a regular player in the drama of his daily life and struggles.",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200009.jpg, ,"original filename:1900200009|Imprint derived from colophon, sig. e4r|Sine nota|First edition of Luther's translation of the Pentateuch|recto, illustration",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,"xii, xiiii-clv : illustrations ; 30 cm (folio)","Bible. Pentateuch. German. Luther. 1523|Luther, Martin, 1483-1546", ,books|prints,Still Image,Das Allte Testament deutsch / M. Luther ..; [Title page recto with woodcut image of a scene from the story of Noah and the flood?|Geman Old Testament, , , ,fast, , , , ,German|Hebrew,"Burke Library at Union Theological Seminary, Columbia University",Union Rare,iso639-2,local, , , ,reformatted digital, ,4549111, ,Gedruckt zu Wittemperg,11375,Still Image, ,1523,No Copyright - United States,CB74 1523, , ,Melchior vnd Michel Lotther ...,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/ot1,,,,,,,,,,,,,,,,,"The first edition of Luther’s translation of the Torah – the first five books of the Hebrew Bible, also known as the Pentateuch – showing a woodcut image of a scene from the story of Noah and the flood.",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200008b.jpg, ,original filename:1900200008b|Folios [cii] and [lxxix] blank|The Luther version|Few woodcuts at head of chapters|Sine nota|opening,Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,"[4], 101, 1 blank, [5], 78 leaves : illustrations ; 32 cm (folio)","Bible. New Testament. German. Luther. 1523|Luther, Martin, 1483-1546", ,books|manuscripts,Still Image,"Ihesus  Das New Testament teütsch; Marginal manicule 2, Romans 7:4|German New Testament", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Folio,iso639-2,local, , , ,reformatted digital, ,4549103, ,[Strassburg],11374,Still Image, ,[1523],No Copyright - United States,CB77 1523, , ,Johann Schott,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/nt1,,,,,,,,,,,,,,,,,"First appearing in September 1522 (the so-called ""September Testament""), Luther’s New Testament was reprinted more than 50 times over the next four years. The two marginal manicules in this 1523 edition point to key passages in St. Paul’s ""Epistle to the Romans"" central to Luther’s pre-1517 study and to his ongoing theological program:  ""For the wages of sin is death, but the free gift of God is eternal life in Christ Jesus our Lord."" (6:23)  ""And in the same way, my friends, you have died to the law through the body of Christ, so that you may belong to one another, to him who has been raised from the dead in order that we may bear fruit for God."" (7:4)",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200008a.jpg, ,original filename:1900200008a|Folios [cii] and [lxxix] blank|The Luther version|Few woodcuts at head of chapters|Sine nota|opening,Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,"[4], 101, 1 blank, [5], 78 leaves : illustrations ; 32 cm (folio)","Bible. New Testament. German. Luther. 1523|Luther, Martin, 1483-1546", ,books|manuscripts,Still Image,"Ihesus  Das New Testament teütsch; Marginal manicule 1, Romans 6:23|German New Testament", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Folio,iso639-2,local, , , ,reformatted digital, ,4549103, ,[Strassburg],11373,Still Image, ,[1523],No Copyright - United States,CB77 1523, , ,Johann Schott,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/nt1,,,,,,,,,,,,,,,,,"First appearing in September 1522 (the so-called ""September Testament""), Luther’s New Testament was reprinted more than 50 times over the next four years. The two marginal manicules in this 1523 edition point to key passages in St. Paul’s ""Epistle to the Romans"" central to Luther’s pre-1517 study and to his ongoing theological program:  ""For the wages of sin is death, but the free gift of God is eternal life in Christ Jesus our Lord."" (6:23)  ""And in the same way, my friends, you have died to the law through the body of Christ, so that you may belong to one another, to him who has been raised from the dead in order that we may bear fruit for God."" (7:4)",,,,,
