item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - FormGenre 3,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - Subrepository,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - MODS - ShelfLocation,item - MODS - PublicationDate,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language 1,item - DublinCore - Language 2,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Creator 4,item - DublinCore - Date,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - DublinCore - Source,item - DublinCore - Identifier,item - DublinCore - Type,item - DublinCore - Coverage 1,item - DublinCore - Coverage 2,item - DublinCore - Contributor,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - OriginalFileLoadedIntoOmeka 11,item - OriginalFileLoadedIntoOmeka 12,item - OriginalFileLoadedIntoOmeka 13,item - OriginalFileLoadedIntoOmeka 14,item - AdditionalItemMetadata - Provenance 1,item - AdditionalItemMetadata - Provenance 2,item - AdditionalItemMetadata - Provenance 3,item - AdditionalItemMetadata - Provenance 4,item - OmekaCollection,project URL,item - ItemType,item in context 1,item in context 2,item in context 3
1,808,0,illustrations,,,1946,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,,,,Date inferred from publication of book with above illustration.,,,,Runaway Soldier and the Other Tales of Old Russia. Big Blue and White illustration verso,Runaway Soldier and the Other Tales of Old Russia,Big Blue and White illustration verso,,,,,eng,,"Lissim, Simon, 1900-1981","Gottschalk, Fruma, 1900-1995",,,1946,"Verso of an illustration of big, blue and white in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk, illustrated by Simon Lissim.",,,,,,,,,,still image,,,,original filename: 5_25_04.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,807,0,illustrations,,,1946,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,Date inferred from publication of book with above illustration.,,,,Runaway Soldier and the Other Tales of Old Russia. Fool illustration,Runaway Soldier and the Other Tales of Old Russia,Fool illustration,,,,,eng,,"Lissim, Simon, 1900-1981","Gottschalk, Fruma, 1900-1995",,,1946,"Illustration of a fool in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk, illustrated by Simon Lissim.",,,,,,,,,,still image,,,,original filename: 5_25_03.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/illustrations,,
1,806,0,illustrations,,,1946,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,Date inferred from publication of book with above illustration.,,,,"Runaway Soldier and the Other Tales of Old Russia. Runaway Soldier, Horseman illustration",Runaway Soldier and the Other Tales of Old Russia,"Runaway Soldier, Horseman illustration",,,,,eng,,"Lissim, Simon, 1900-1981","Gottschalk, Fruma, 1900-1995",,,1946,"Illustration of a horseman in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk",,,,,,,,,,still image,,,,original filename: 5_25_02.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/illustrations,,
1,805,0,illustrations,,,1946,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,Date inferred from publication of book with above illustration.,,,,Runaway Soldier and the Other Tales of Old Russia. Barber illustration,Runaway Soldier and the Other Tales of Old Russia,Barber illustration,,,,,eng,,"Lissim, Simon, 1900-1981","Gottschalk, Fruma, 1900-1995",,,1946,"Illustration of the barber in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk",,,,,,,,,,still image,,,,original filename: 5_25_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/illustrations,,
1,804,0,printed ephemera,,,1942-01-16,1942-01-31,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Invitations to an exhibition of designs made in connection with a course given by Simon Lissim,Invitations to an exhibition of designs made in connection with a course given by Simon Lissim,,,,,,eng,,"Lissim, Simon, 1900-1981",New York (N.Y.). Board of Education,,,"January 16th to 31st, 1942","""An exhibition of designs made in connection with the in-service course 'Decorative and Applied Art' given by Simon Lissim under the auspices of the Board of Superintendents of the Public Schools of the City of New York""

Held at the Board of Education of New York City.",,,,,,,,,,still image,,,,original filename: 5_24_02.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/invitations,,
1,803,0,printed ephemera,,,1941-10-27,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Notice of an exhibition of gouaches and decorative arts by Simon Lissim,Notice of an exhibition of gouaches and decorative arts by Simon Lissim,,,,,,eng,,"Lissim, Simon, 1900-1981",,,,"October 27, 1941","""Exhibition of Individually Lighted Gouaches and Decorative Arts by Simon Lissim at the Galleries of Rudolf Wendel, 730 Fifth Avenue""",,,,,,,,,,still image,,,,original filename: 5_24_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/invitations,,
1,802,0,printed ephemera,,,1941-09-19,1941-10-03,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Invitation to the Simon Lissim Exhibit in New York. Inside,Invitation to the Simon Lissim Exhibit in New York,Inside,,,,,eng,,"Lissim, Simon, 1900-1981",,,,"September 19 to October 3, 1941","Exhibition of ""Simon Lissim's exquisite designs on Lenox vases and platters"".

Held at Georg Jensen Inc., Fifth Avenue at 53rd Street, New York City",,,,,,,,,,still image,,,,original filename: 5_23_02.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/invitations,,
1,801,0,printed ephemera,,,1941-09-19,1941-10-03,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Invitation to the Simon Lissim Exhibit in New York. Cover,Invitation to the Simon Lissim Exhibit in New York,Cover,,,,,eng,,"Lissim, Simon, 1900-1981",,,,"September 19 to October 3, 1941",Cover is artwork by Simon Lissim,,,,,,,,,,still image,,,,original filename: 5_23_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/invitations,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
1,800,0,printed ephemera,,,1941,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Holiday card designed by Simon Lissim. Front,Holiday card designed by Simon Lissim,Front,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1941 and 1981,,,Christmas cards,New Year cards,,,,,,,still image,,,,original filename: 5_22_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/cards,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
1,799,0,printed ephemera,,,1946,1981,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Merry Christmas and a very Happy New Year - the Lissims. Front,Merry Christmas and a very Happy New Year - the Lissims,Front,,,,,eng,,"Lissim, Simon, 1900-1981",,,,between 1946 and 1981,Holidays card created by Simon Lissim,,Christmas cards,New Year cards,,,,,,,still image,,,,original filename: 5_21_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/cards,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
1,798,0,printed ephemera,,,1948,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,"Citation, Golden Anniversary of the City of New York, to Simon Lissim","Citation, Golden Anniversary of the City of New York, to Simon Lissim",,,,,,eng,,New York (N.Y.). Mayor (1946-1950 : O'Dwyer),,,,1948,"Certificate of acknowledgment issued by the Mayor's Office of the City of New York.

""Official acknowledgement is hereby made to you for services rendered as a Departmental Representative to the Mayor's Committee for the Commemoration of the Golden Anniversary of the City of New York.""",,"Lissim, Simon, 1900-1981",New York (N.Y.). Mayor's Committee for the Commemoration of the Golden Anniversary of the City of New York,,,,,,,still image,,,,original filename: 5_20_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/certificate,,
1,795,0,manuscripts,,,1940-12-16,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Marseille (France),,,,,,"Sauf-Conduit 395, with stamps of passage from France, Spain, Portugal","Sauf-Conduit 395, with stamps of passage from France, Spain, Portugal",,,,,,fre,,Bouches-du-Rhône (France). Préfecture,,,,"December 16, 1940","Safe-conduct issued to Simon Lissim, authorizing him to leave France for the USA. Marseille. Includes stamps of passage on verso from places in France, Spain, and Portugal.",,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_19_03.jpg,original filename: 5_19_02.jpg,original filename: 5_19_01.jpg,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/lydenberg,,
1,794,0,correspondence,,,1940-10-11,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Letter from Harry Miller Lydenberg to the Secretary of State,Letter from Harry Miller Lydenberg to the Secretary of State,,,,,,eng,,"Lydenberg, Harry Miller, 1874-1960",United States. Department of State,"Hull, Cordell, 1871-1955",,"October 11, 1940","Letter from Harry Miller Lydenberg, then director of the New York Public Library, to the Secretary of State asking the Secretary to add Simon Lissim and his wife to the list of intellectuals with special visas to enter the United States during World War II.",,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_18_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/lydenberg,,
1,792,0,printed ephemera,,,1942,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Allied Veterans Legion Official Membership Card,Allied Veterans Legion Official Membership Card,,,,,,eng,,Allied Veterans Legion,,,,1942,"Simon Lissim's 1942 Allied Veterans Legion Official Membership Card, filled out with an address in New York City.",,Allied Veterans Legion,"Lissim, Simon, 1900-1981",,,,,,,still image,,,,original filename: 5_17_02.jpg,original filename: 5_17_01.jpg,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/demobilisation,,
1,791,0,photographs,,,1939,1940,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,France,,,,,,Simon Lissim in a French military uniform,Simon Lissim in a French military uniform,,,,,,fre,,,,,,between 1939 and 1940,,,"Lissim, Simon, 1900-1981",,,,,,,,still image,,,,original filename: 5_16_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/demobilisation,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
1,789,0,manuscripts,,,1940-06-07,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Eauze (France),,,,,,Centre de Démobilisation,Centre de Démobilisation,,,,,,fre,,"Lissim, Simon, 1900-1981",France. Ministère de la guerre. Seine-Central,,,"June 7, 1940",Centre de Démobilisation du Canton d'Eauze form of Simon Lissim,,,,,,,,,,still image,,,,original filename: 5_15_01.jpg,original filename: 5_15_02.jpg,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/demobilisation,,
1,788,0,printed ephemera,,,1937,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,Paris 1937 Exposition Internationale Carte de Service. Front,Paris 1937 Exposition Internationale Carte de Service,Front,,,,,fre,,Commissaire général d'Exposition internationale,,,,1937,,,"Exposition internationale (1937 : Paris, France)",,,,,,,,still image,,,,original filename: 5_14_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/ids,,
1,787,0,prints,drawings,manuscripts,1922-10-17,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Costume drawing by Mikhail Larionov sent to Simon Lissim,Costume drawing by Mikhail Larionov sent to Simon Lissim,,,,,,rus,,"Larionov, Mikhail Fedorovich, 1881-1964","Lissim, Simon, 1900-1981",,,"October 17, 1922","Print of a drawing by Mikhail Larionov of man in costume, sent to Simon Lissim. Writing in Russian at bottom of print gives date, message to Lissim.",,,,,,,,,,still image,,,,original filename: 5_13_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/larionov,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
1,785,0,drawings,,,1923,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,"Costume design for ""The Happiness of Being Rich""","Costume design for ""The Happiness of Being Rich""",,,,,,fre,,"Lissim, Simon, 1900-1981",,,,1923,"Costume design for ""The Happiness of Being Rich"" in Maeterlinck's l'Oiseau Bleu",,,,,,,,,,still image,,,,original filename: 5_11_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/costume,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
1,786,0,prints,manuscripts,,1926,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Print of drawing by Aleksandr Benois sent to Simon Lissim,Print of drawing by Aleksandr Benois sent to Simon Lissim,,,,,,rus,,"Benois, Alexandre, 1870-1960","Lissim, Simon, 1900-1981",,,1926,"Print of a stage drawing, created in 1914 by Aleksandr Benois, sent from the artist to Simon Lissim with an inscription at the bottom.",,,,,,,,,,still image,,,,original filename: 5_12_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/benois,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
1,784,0,printed ephemera,,,1938,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,Société Universelle du Théâtre : membership card. Front,Société Universelle du Théâtre : membership card,Front,,,,,fre,,Société universelle du théâtre,,,,1938,,,Société universelle du théâtre,,,,,,,,still image,,,,original filename: 5_10_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artshow,,
1,783,0,objects,,,1924,1941,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,France,,,,,,Porcelain vase designed by Simon Lissim,Porcelain vase designed by Simon Lissim,,,,,,fre,,"Lissim, Simon, 1900-1981",,,,between 1924 and 1941,,,,,,,,,,,still image,,,,original filename: 5_09_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/paravent,,
1,782,0,printed ephemera,,,1924,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,Société des Artistes Décorateurs : Carte de Sociétaire,Société des Artistes Décorateurs : Carte de Sociétaire,,,,,,fre,,Société des artistes décorateurs (France),,,,1924,,,Société des artistes décorateurs (France),,,,,,,,still image,,,,original filename: 5_08_02.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artshow,,
1,781,0,printed ephemera,,,1919,1941,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,Société des Artistes Décorateurs: Carte de Sociétaire Membre Actif. Front,Société des Artistes Décorateurs: Carte de Sociétaire Membre Actif,Front,,,,,fre,,Société des artistes décorateurs (France),,,,between 1919 and 1941,,,Société des artistes décorateurs (France),,,,,,,,still image,,,,original filename: 5_08_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artshow,,
1,780,0,prints,,,1924,1941,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,France,,,,,,Paravent,Paravent,,,,,,fre,,"Lissim, Simon, 1900-1981",,,,between 1924 and 1941,"Printed reproduction of porcelain design.

In 1924 Lissim started to work for porcelain factories in Sèvres and Limoges painting plaques and vases.",,,,,,,,,,still image,,,,original filename: 5_07_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/paravent,,
1,778,0,printed ephemera,,,1935,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,1935 Salon d'Automne Carte de Sociétaire,1935 Salon d'Automne Carte de Sociétaire,,,,,,fre,,Salon d'automne,,,,1935,,,Salon d'automne,,,,,,,,still image,,,,original filename: 5_06_02.jpg,original filename: 5_06_01.jpg,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/artshow,,
1,777,0,printed ephemera,,,1934,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,Salon 1934 Carte d'Exposant. Front,Salon 1934 Carte d'Exposant,Front,,,,,fre,,Société des Artistes Français,Grand Palais des Champs Elysées,,,1934,,,,,,,,,,,still image,,,,original filename: 5_05_03.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/ids,,
1,776,0,printed ephemera,,,1924,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,1924 Salon d'Automne Carte d'Exposant. Front,1924 Salon d'Automne Carte d'Exposant,Front,,,,,fre,,Salon d’automne,,,,1924,,,Salon d’automne,,,,,,,,still image,,,,original filename: 5_05_02.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/ids,,
1,775,0,printed ephemera,,,1923,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,1923 Salon d'Automne Carte d'Exposant. Front,1923 Salon d'Automne Carte d'Exposant,Front,,,,,fre,,Salon d’automne,,,,1923,"In 1920s-1930s, Lissim participated in group exhibitions in Paris, Berlin, London, Vienna, Barcelona, New York, Riga; had personal exhibitions in various Paris galleries; participated in numerous art shows.",,Salon d’automne,,,,,,,,still image,,,,original filename: 5_05_01.jpg,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/ids,,
1,773,0,printed ephemera,,,1919-10-08,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Simon Lissim Papers,Bakhmeteff Archive of Russian and East European History and Culture,Kiev (Ukraine),,,,,,Passport issued by Greek Consulate,Passport issued by Greek Consulate,,,,,,fre,ukr,"Greece. Consulate (Kiev, Ukraine)",,,,"October 8, 1919",,,,,,,,,,,still image,,,,original filename: 5_04_02.jpg,original filename: 5_04_01.jpg,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/passports,,
